




Analysis Type:	PANTHER Overrepresentation Test (Released 20200728)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4437524 Released 2021-01-01
Analyzed List:	upload_1 (Arabidopsis thaliana)
Reference List:	arabidopsis_bg.txt (Arabidopsis thaliana)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	arabidopsis_bg.txt - REFLIST (14244)	upload_1 (773)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
sesquiterpene biosynthetic process (GO:0051762)	20	0	1.09	-	 < 0.01	3.38E-01
sesquiterpene metabolic process (GO:0051761)	20	0	1.09	-	 < 0.01	3.38E-01
cellular response to ATP (GO:0071318)	4	0	.22	-	 < 0.01	8.05E-01
positive regulation of electron transfer activity (GO:1904734)	1	0	.05	-	 < 0.01	9.47E-01
regulation of electron transfer activity (GO:1904732)	1	0	.05	-	 < 0.01	9.47E-01
cellular response to acetate (GO:0071311)	1	0	.05	-	 < 0.01	9.47E-01
S-glycoside catabolic process (GO:0016145)	34	0	1.85	-	 < 0.01	1.58E-01
termination of RNA polymerase II transcription (GO:0006369)	3	0	.16	-	 < 0.01	8.50E-01
regulation of purine nucleotide biosynthetic process (GO:1900371)	1	0	.05	-	 < 0.01	9.47E-01
transcription elongation from RNA polymerase II promoter (GO:0006368)	11	0	.60	-	 < 0.01	5.50E-01
transcription initiation from RNA polymerase II promoter (GO:0006367)	21	0	1.14	-	 < 0.01	3.20E-01
transcription by RNA polymerase II (GO:0006366)	42	0	2.28	-	 < 0.01	1.02E-01
transcription initiation from RNA polymerase I promoter (GO:0006361)	1	0	.05	-	 < 0.01	9.47E-01
transcription by RNA polymerase I (GO:0006360)	5	0	.27	-	 < 0.01	7.62E-01
peptide cross-linking via L-cystine (GO:0018316)	1	0	.05	-	 < 0.01	9.47E-01
molybdenum incorporation into molybdenum-molybdopterin complex (GO:0018315)	3	0	.16	-	 < 0.01	8.50E-01
positive regulation of DNA N-glycosylase activity (GO:1902546)	1	0	.05	-	 < 0.01	9.47E-01
regulation of DNA N-glycosylase activity (GO:1902544)	1	0	.05	-	 < 0.01	9.47E-01
negative regulation of RNA interference (GO:1900369)	2	0	.11	-	 < 0.01	8.97E-01
telomere maintenance via telomere lengthening (GO:0010833)	7	0	.38	-	 < 0.01	6.84E-01
brassinosteroid biosynthetic process (GO:0016132)	18	0	.98	-	 < 0.01	3.76E-01
negative regulation of defense response to insect (GO:1900366)	1	0	.05	-	 < 0.01	9.47E-01
brassinosteroid metabolic process (GO:0016131)	24	0	1.30	-	 < 0.01	2.72E-01
respiratory chain complex IV assembly (GO:0008535)	7	0	.38	-	 < 0.01	6.84E-01
regulation of transcription by RNA polymerase III (GO:0006359)	1	0	.05	-	 < 0.01	9.47E-01
regulation of transcription by RNA polymerase I (GO:0006356)	3	0	.16	-	 < 0.01	8.50E-01
DNA-templated transcription, elongation (GO:0006354)	15	0	.81	-	 < 0.01	4.43E-01
DNA-templated transcription, termination (GO:0006353)	5	0	.27	-	 < 0.01	7.62E-01
purine nucleotide-sugar transmembrane transport (GO:0090480)	2	0	.11	-	 < 0.01	8.97E-01
phytosteroid biosynthetic process (GO:0016129)	18	0	.98	-	 < 0.01	3.76E-01
phytosteroid metabolic process (GO:0016128)	24	0	1.30	-	 < 0.01	2.72E-01
sterol catabolic process (GO:0016127)	1	0	.05	-	 < 0.01	9.47E-01
xanthophyll catabolic process (GO:0016124)	3	0	.16	-	 < 0.01	8.50E-01
positive regulation of mitochondrion organization (GO:0010822)	1	0	.05	-	 < 0.01	9.47E-01
carotene catabolic process (GO:0016121)	9	0	.49	-	 < 0.01	6.14E-01
chromatin silencing at telomere (GO:0006348)	1	0	.05	-	 < 0.01	9.47E-01
DNA methylation-dependent heterochromatin assembly (GO:0006346)	6	0	.33	-	 < 0.01	7.22E-01
shoot organ boundary specification (GO:0090470)	1	0	.05	-	 < 0.01	9.47E-01
carotenoid catabolic process (GO:0016118)	3	0	.16	-	 < 0.01	8.50E-01
tetraterpenoid catabolic process (GO:0016110)	3	0	.16	-	 < 0.01	8.50E-01
nucleosome disassembly (GO:0006337)	1	0	.05	-	 < 0.01	9.47E-01
DNA replication-independent nucleosome assembly (GO:0006336)	3	0	.16	-	 < 0.01	8.50E-01
DNA replication-dependent nucleosome assembly (GO:0006335)	2	0	.11	-	 < 0.01	8.97E-01
nucleosome assembly (GO:0006334)	28	0	1.52	-	 < 0.01	2.18E-01
cotyledon boundary formation (GO:0090451)	2	0	.11	-	 < 0.01	8.97E-01
miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280)	2	0	.11	-	 < 0.01	8.97E-01
transcription preinitiation complex assembly (GO:0070897)	14	0	.76	-	 < 0.01	4.68E-01
transcytosis (GO:0045056)	1	0	.05	-	 < 0.01	9.47E-01
phloem glucosinolate loading (GO:0090449)	2	0	.11	-	 < 0.01	8.97E-01
protein retention in Golgi apparatus (GO:0045053)	4	0	.22	-	 < 0.01	8.05E-01
homing of group II introns (GO:0006315)	1	0	.05	-	 < 0.01	9.47E-01
mRNA cleavage involved in gene silencing by miRNA (GO:0035279)	3	0	.16	-	 < 0.01	8.50E-01
intron homing (GO:0006314)	1	0	.05	-	 < 0.01	9.47E-01
mitotic recombination (GO:0006312)	10	0	.54	-	 < 0.01	5.81E-01
biological process involved in interaction with host (GO:0051701)	19	0	1.03	-	 < 0.01	3.56E-01
protein insertion into ER membrane (GO:0045048)	1	0	.05	-	 < 0.01	9.47E-01
protein targeting to ER (GO:0045047)	21	0	1.14	-	 < 0.01	3.20E-01
protein import into peroxisome membrane (GO:0045046)	4	0	.22	-	 < 0.01	8.05E-01
protein import into mitochondrial intermembrane space (GO:0045041)	1	0	.05	-	 < 0.01	9.47E-01
leaf pavement cell development (GO:0090436)	4	0	.22	-	 < 0.01	8.05E-01
DNA catabolic process (GO:0006308)	8	0	.43	-	 < 0.01	6.48E-01
protein insertion into mitochondrial outer membrane (GO:0045040)	10	0	.54	-	 < 0.01	5.81E-01
DNA dealkylation involved in DNA repair (GO:0006307)	1	0	.05	-	 < 0.01	9.47E-01
protein O-linked mannosylation (GO:0035269)	1	0	.05	-	 < 0.01	9.47E-01
protein mannosylation (GO:0035268)	1	0	.05	-	 < 0.01	9.47E-01
alkyl caffeate ester biosynthetic process (GO:0090431)	1	0	.05	-	 < 0.01	9.47E-01
double-strand break repair via nonhomologous end joining (GO:0006303)	11	0	.60	-	 < 0.01	5.50E-01
meristem growth (GO:0035266)	15	0	.81	-	 < 0.01	4.43E-01
organ growth (GO:0035265)	9	0	.49	-	 < 0.01	6.14E-01
multicellular organism growth (GO:0035264)	1	0	.05	-	 < 0.01	9.47E-01
protein insertion into mitochondrial inner membrane (GO:0045039)	11	0	.60	-	 < 0.01	5.50E-01
protein import into chloroplast thylakoid membrane (GO:0045038)	5	0	.27	-	 < 0.01	7.62E-01
positive regulation of protein exit from endoplasmic reticulum (GO:0070863)	2	0	.11	-	 < 0.01	8.97E-01
regulation of protein exit from endoplasmic reticulum (GO:0070861)	2	0	.11	-	 < 0.01	8.97E-01
quaternary ammonium group transport (GO:0015697)	2	0	.11	-	 < 0.01	8.97E-01
early endosome to late endosome transport (GO:0045022)	1	0	.05	-	 < 0.01	9.47E-01
lead ion transport (GO:0015692)	4	0	.22	-	 < 0.01	8.05E-01
cadmium ion transport (GO:0015691)	9	0	.49	-	 < 0.01	6.14E-01
aluminum cation transport (GO:0015690)	1	0	.05	-	 < 0.01	9.47E-01
peptidyl-arginine omega-N-methylation (GO:0035247)	3	0	.16	-	 < 0.01	8.50E-01
malonate catabolic process (GO:0090410)	1	0	.05	-	 < 0.01	9.47E-01
peptidyl-arginine N-methylation (GO:0035246)	3	0	.16	-	 < 0.01	8.50E-01
phloem nitrate loading (GO:0090408)	1	0	.05	-	 < 0.01	9.47E-01
actin nucleation (GO:0045010)	15	0	.81	-	 < 0.01	4.43E-01
protein maturation by copper ion transfer (GO:0015680)	1	0	.05	-	 < 0.01	9.47E-01
stress-induced premature senescence (GO:0090400)	1	0	.05	-	 < 0.01	9.47E-01
cellular pigmentation (GO:0033059)	1	0	.05	-	 < 0.01	9.47E-01
plasma membrane copper ion transport (GO:0015679)	1	0	.05	-	 < 0.01	9.47E-01
DNA replication proofreading (GO:0045004)	3	0	.16	-	 < 0.01	8.50E-01
double-strand break repair via synthesis-dependent strand annealing (GO:0045003)	8	0	.43	-	 < 0.01	6.48E-01
copper ion import (GO:0015677)	1	0	.05	-	 < 0.01	9.47E-01
double-strand break repair via single-strand annealing (GO:0045002)	1	0	.05	-	 < 0.01	9.47E-01
nickel cation transport (GO:0015675)	2	0	.11	-	 < 0.01	8.97E-01
oxygen transport (GO:0015671)	2	0	.11	-	 < 0.01	8.97E-01
carbon dioxide transport (GO:0015670)	1	0	.05	-	 < 0.01	9.47E-01
gas transport (GO:0015669)	3	0	.16	-	 < 0.01	8.50E-01
transport of virus (GO:0046794)	13	0	.71	-	 < 0.01	4.94E-01
positive regulation of urease activity (GO:1905182)	2	0	.11	-	 < 0.01	8.97E-01
regulation of urease activity (GO:1905181)	2	0	.11	-	 < 0.01	8.97E-01
phosphorylation of RNA polymerase II C-terminal domain (GO:0070816)	14	0	.76	-	 < 0.01	4.68E-01
hydrogen sulfide biosynthetic process (GO:0070814)	8	0	.43	-	 < 0.01	6.48E-01
hydrogen sulfide metabolic process (GO:0070813)	9	0	.49	-	 < 0.01	6.14E-01
viral replication complex formation and maintenance (GO:0046786)	3	0	.16	-	 < 0.01	8.50E-01
microtubule polymerization (GO:0046785)	12	0	.65	-	 < 0.01	5.21E-01
positive regulation of response to DNA damage stimulus (GO:2001022)	3	0	.16	-	 < 0.01	8.50E-01
positive regulation of double-strand break repair via homologous recombination (GO:1905168)	1	0	.05	-	 < 0.01	9.47E-01
endosome to plasma membrane protein transport (GO:0099638)	1	0	.05	-	 < 0.01	9.47E-01
cytoplasmic streaming (GO:0099636)	2	0	.11	-	 < 0.01	8.97E-01
regulation of plant-type cell wall cellulose biosynthetic process (GO:2001009)	2	0	.11	-	 < 0.01	8.97E-01
negative regulation of cellulose biosynthetic process (GO:2001007)	1	0	.05	-	 < 0.01	9.47E-01
regulation of cellulose biosynthetic process (GO:2001006)	5	0	.27	-	 < 0.01	7.62E-01
[2Fe-2S] cluster assembly (GO:0044571)	2	0	.11	-	 < 0.01	8.97E-01
regulation of membrane potential (GO:0042391)	6	0	.33	-	 < 0.01	7.22E-01
acquisition of desiccation tolerance (GO:0097439)	1	0	.05	-	 < 0.01	9.47E-01
maintenance of dormancy (GO:0097437)	6	0	.33	-	 < 0.01	7.22E-01
transport of virus in host, tissue to tissue (GO:0046741)	3	0	.16	-	 < 0.01	8.50E-01
transport of virus in host, cell to cell (GO:0046740)	3	0	.16	-	 < 0.01	8.50E-01
negative regulation of meiotic chromosome separation (GO:1905133)	1	0	.05	-	 < 0.01	9.47E-01
regulation of meiotic chromosome separation (GO:1905132)	1	0	.05	-	 < 0.01	9.47E-01
transport of virus in multicellular host (GO:0046739)	11	0	.60	-	 < 0.01	5.50E-01
protein maturation by iron-sulfur cluster transfer (GO:0097428)	13	0	.71	-	 < 0.01	4.94E-01
vitamin K metabolic process (GO:0042373)	2	0	.11	-	 < 0.01	8.97E-01
vitamin K biosynthetic process (GO:0042371)	2	0	.11	-	 < 0.01	8.97E-01
glutathione transmembrane transport (GO:0034775)	1	0	.05	-	 < 0.01	9.47E-01
protein transport within lipid bilayer (GO:0032594)	1	0	.05	-	 < 0.01	9.47E-01
negative regulation of ion transmembrane transport (GO:0034766)	3	0	.16	-	 < 0.01	8.50E-01
negative regulation of transmembrane transport (GO:0034763)	3	0	.16	-	 < 0.01	8.50E-01
borate transport (GO:0046713)	6	0	.33	-	 < 0.01	7.22E-01
positive regulation of ATP-dependent microtubule motor activity, plus-end-directed (GO:2000582)	1	0	.05	-	 < 0.01	9.47E-01
L-fucose metabolic process (GO:0042354)	1	0	.05	-	 < 0.01	9.47E-01
fucose biosynthetic process (GO:0042353)	2	0	.11	-	 < 0.01	8.97E-01
regulation of ATP-dependent microtubule motor activity, plus-end-directed (GO:2000580)	1	0	.05	-	 < 0.01	9.47E-01
negative regulation of iron ion transport (GO:0034757)	2	0	.11	-	 < 0.01	8.97E-01
GDP-L-fucose salvage (GO:0042352)	1	0	.05	-	 < 0.01	9.47E-01
regulation of iron ion transport (GO:0034756)	4	0	.22	-	 < 0.01	8.05E-01
'de novo' GDP-L-fucose biosynthetic process (GO:0042351)	4	0	.22	-	 < 0.01	8.05E-01
GDP-L-fucose biosynthetic process (GO:0042350)	5	0	.27	-	 < 0.01	7.62E-01
membrane disassembly (GO:0030397)	1	0	.05	-	 < 0.01	9.47E-01
CDP biosynthetic process (GO:0046705)	2	0	.11	-	 < 0.01	8.97E-01
CDP metabolic process (GO:0046704)	2	0	.11	-	 < 0.01	8.97E-01
movement in host environment (GO:0052126)	11	0	.60	-	 < 0.01	5.50E-01
positive regulation of microtubule motor activity (GO:2000576)	1	0	.05	-	 < 0.01	9.47E-01
regulation of microtubule motor activity (GO:2000574)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of DNA biosynthetic process (GO:2000573)	3	0	.16	-	 < 0.01	8.50E-01
indole glucosinolate catabolic process (GO:0042344)	5	0	.27	-	 < 0.01	7.62E-01
fructose 1,6-bisphosphate metabolic process (GO:0030388)	11	0	.60	-	 < 0.01	5.50E-01
cellular response to zinc ion (GO:0071294)	2	0	.11	-	 < 0.01	8.97E-01
cellular response to selenium ion (GO:0071291)	1	0	.05	-	 < 0.01	9.47E-01
cellular response to nickel ion (GO:0071289)	1	0	.05	-	 < 0.01	9.47E-01
nucleosome organization (GO:0034728)	37	0	2.01	-	 < 0.01	1.34E-01
cellular response to manganese ion (GO:0071287)	1	0	.05	-	 < 0.01	9.47E-01
piecemeal microautophagy of the nucleus (GO:0034727)	5	0	.27	-	 < 0.01	7.62E-01
cellular response to magnesium ion (GO:0071286)	1	0	.05	-	 < 0.01	9.47E-01
protein-FAD linkage (GO:0018293)	1	0	.05	-	 < 0.01	9.47E-01
DNA replication-independent nucleosome organization (GO:0034724)	4	0	.22	-	 < 0.01	8.05E-01
DNA replication-dependent nucleosome organization (GO:0034723)	2	0	.11	-	 < 0.01	8.97E-01
cellular response to iron ion (GO:0071281)	2	0	.11	-	 < 0.01	8.97E-01
cellular response to copper ion (GO:0071280)	2	0	.11	-	 < 0.01	8.97E-01
histone H3-K4 demethylation (GO:0034720)	3	0	.16	-	 < 0.01	8.50E-01
guanine nucleotide transport (GO:0001408)	1	0	.05	-	 < 0.01	9.47E-01
plastid translation (GO:0032544)	12	0	.65	-	 < 0.01	5.21E-01
mitochondrial translation (GO:0032543)	16	0	.87	-	 < 0.01	4.19E-01
positive regulation of protein geranylgeranylation (GO:2000541)	1	0	.05	-	 < 0.01	9.47E-01
cellular response to calcium ion (GO:0071277)	4	0	.22	-	 < 0.01	8.05E-01
cellular response to cadmium ion (GO:0071276)	2	0	.11	-	 < 0.01	8.97E-01
cellular response to aluminum ion (GO:0071275)	1	0	.05	-	 < 0.01	9.47E-01
iron incorporation into metallo-sulfur cluster (GO:0018283)	2	0	.11	-	 < 0.01	8.97E-01
metal incorporation into metallo-sulfur cluster (GO:0018282)	2	0	.11	-	 < 0.01	8.97E-01
regulation of protein geranylgeranylation (GO:2000539)	1	0	.05	-	 < 0.01	9.47E-01
regulation of fatty acid biosynthetic process (GO:0042304)	10	0	.54	-	 < 0.01	5.81E-01
'de novo' L-methionine biosynthetic process (GO:0071266)	1	0	.05	-	 < 0.01	9.47E-01
monoterpenoid biosynthetic process (GO:0016099)	1	0	.05	-	 < 0.01	9.47E-01
monoterpenoid metabolic process (GO:0016098)	1	0	.05	-	 < 0.01	9.47E-01
cellular response to mechanical stimulus (GO:0071260)	3	0	.16	-	 < 0.01	8.50E-01
polyprenol catabolic process (GO:0016095)	2	0	.11	-	 < 0.01	8.97E-01
polyprenol biosynthetic process (GO:0016094)	10	0	.54	-	 < 0.01	5.81E-01
polyprenol metabolic process (GO:0016093)	13	0	.71	-	 < 0.01	4.94E-01
DNA double-strand break processing involved in repair via single-strand annealing (GO:0010792)	1	0	.05	-	 < 0.01	9.47E-01
cellular response to gravity (GO:0071258)	1	0	.05	-	 < 0.01	9.47E-01
cellular response to electrical stimulus (GO:0071257)	2	0	.11	-	 < 0.01	8.97E-01
negative regulation of phosphoprotein phosphatase activity (GO:0032515)	1	0	.05	-	 < 0.01	9.47E-01
late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511)	15	0	.81	-	 < 0.01	4.43E-01
actin filament capping (GO:0051693)	8	0	.43	-	 < 0.01	6.48E-01
negative regulation of ubiquitin protein ligase activity (GO:1904667)	1	0	.05	-	 < 0.01	9.47E-01
cellular response to nitrate (GO:0071249)	9	0	.49	-	 < 0.01	6.14E-01
regulation of ubiquitin protein ligase activity (GO:1904666)	1	0	.05	-	 < 0.01	9.47E-01
protein O-linked glycosylation via hydroxyproline (GO:0018258)	8	0	.43	-	 < 0.01	6.48E-01
cellular response to metal ion (GO:0071248)	17	0	.92	-	 < 0.01	3.97E-01
cellular response to carbon dioxide (GO:0071244)	6	0	.33	-	 < 0.01	7.22E-01
cellular response to ammonium ion (GO:0071242)	1	0	.05	-	 < 0.01	9.47E-01
tRNA catabolic process (GO:0016078)	5	0	.27	-	 < 0.01	7.62E-01
endosome transport via multivesicular body sorting pathway (GO:0032509)	23	0	1.25	-	 < 0.01	2.87E-01
cellular response to inorganic substance (GO:0071241)	36	0	1.95	-	 < 0.01	1.41E-01
sno(s)RNA catabolic process (GO:0016077)	3	0	.16	-	 < 0.01	8.50E-01
meiotic mismatch repair involved in reciprocal meiotic recombination (GO:0010777)	2	0	.11	-	 < 0.01	8.97E-01
snRNA catabolic process (GO:0016076)	3	0	.16	-	 < 0.01	8.50E-01
rRNA catabolic process (GO:0016075)	14	0	.76	-	 < 0.01	4.68E-01
cytokinetic process (GO:0032506)	5	0	.27	-	 < 0.01	7.62E-01
sno(s)RNA metabolic process (GO:0016074)	13	0	.71	-	 < 0.01	4.94E-01
snRNA metabolic process (GO:0016073)	16	0	.87	-	 < 0.01	4.19E-01
prenylcysteine metabolic process (GO:0030329)	1	0	.05	-	 < 0.01	9.47E-01
prenylcysteine catabolic process (GO:0030328)	1	0	.05	-	 < 0.01	9.47E-01
prenylated protein catabolic process (GO:0030327)	1	0	.05	-	 < 0.01	9.47E-01
mismatch repair (GO:0006298)	17	0	.92	-	 < 0.01	3.97E-01
nucleotide-excision repair, DNA gap filling (GO:0006297)	4	0	.22	-	 < 0.01	8.05E-01
nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	4	0	.22	-	 < 0.01	8.05E-01
stabilization of membrane potential (GO:0030322)	5	0	.27	-	 < 0.01	7.62E-01
nucleotide-excision repair, preincision complex assembly (GO:0006294)	2	0	.11	-	 < 0.01	8.97E-01
pyrimidine dimer repair (GO:0006290)	9	0	.49	-	 < 0.01	6.14E-01
glucose transmembrane transport (GO:1904659)	4	0	.22	-	 < 0.01	8.05E-01
regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage (GO:0010767)	1	0	.05	-	 < 0.01	9.47E-01
nucleotide-excision repair (GO:0006289)	42	0	2.28	-	 < 0.01	1.02E-01
base-excision repair, gap-filling (GO:0006287)	3	0	.16	-	 < 0.01	8.50E-01
base-excision repair, AP site formation (GO:0006285)	4	0	.22	-	 < 0.01	8.05E-01
base-excision repair (GO:0006284)	21	0	1.14	-	 < 0.01	3.20E-01
transcription-coupled nucleotide-excision repair (GO:0006283)	4	0	.22	-	 < 0.01	8.05E-01
localization of cell (GO:0051674)	1	0	.05	-	 < 0.01	9.47E-01
cellular response to lipopolysaccharide (GO:0071222)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of histone H3-K27 trimethylation (GO:1902466)	2	0	.11	-	 < 0.01	8.97E-01
regulation of histone H3-K27 trimethylation (GO:1902464)	3	0	.16	-	 < 0.01	8.50E-01
negative regulation of cell growth (GO:0030308)	11	0	.60	-	 < 0.01	5.50E-01
RNA-dependent DNA biosynthetic process (GO:0006278)	7	0	.38	-	 < 0.01	6.84E-01
lagging strand elongation (GO:0006273)	4	0	.22	-	 < 0.01	8.05E-01
localization within membrane (GO:0051668)	3	0	.16	-	 < 0.01	8.50E-01
posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000973)	4	0	.22	-	 < 0.01	8.05E-01
leading strand elongation (GO:0006272)	5	0	.27	-	 < 0.01	7.62E-01
DNA strand elongation involved in DNA replication (GO:0006271)	12	0	.65	-	 < 0.01	5.21E-01
membrane raft localization (GO:0051665)	2	0	.11	-	 < 0.01	8.97E-01
cellular response to external biotic stimulus (GO:0071217)	2	0	.11	-	 < 0.01	8.97E-01
positive regulation of stem cell population maintenance (GO:1902459)	2	0	.11	-	 < 0.01	8.97E-01
positive regulation of stomatal opening (GO:1902458)	1	0	.05	-	 < 0.01	9.47E-01
detection of temperature stimulus (GO:0016048)	1	0	.05	-	 < 0.01	9.47E-01
protein targeting to vacuole involved in autophagy (GO:0071211)	1	0	.05	-	 < 0.01	9.47E-01
negative regulation of stem cell population maintenance (GO:1902455)	1	0	.05	-	 < 0.01	9.47E-01
detection of fungus (GO:0016046)	1	0	.05	-	 < 0.01	9.47E-01
cellular senescence (GO:0090398)	1	0	.05	-	 < 0.01	9.47E-01
DNA unwinding involved in DNA replication (GO:0006268)	17	0	.92	-	 < 0.01	3.97E-01
pre-replicative complex assembly involved in nuclear cell cycle DNA replication (GO:0006267)	7	0	.38	-	 < 0.01	6.84E-01
rRNA 5'-end processing (GO:0000967)	2	0	.11	-	 < 0.01	8.97E-01
DNA ligation (GO:0006266)	4	0	.22	-	 < 0.01	8.05E-01
RNA 5'-end processing (GO:0000966)	4	0	.22	-	 < 0.01	8.05E-01
DNA topological change (GO:0006265)	7	0	.38	-	 < 0.01	6.84E-01
sepal giant cell differentiation (GO:0090392)	1	0	.05	-	 < 0.01	9.47E-01
mitochondrial RNA 3'-end processing (GO:0000965)	4	0	.22	-	 < 0.01	8.05E-01
mitochondrial DNA replication (GO:0006264)	7	0	.38	-	 < 0.01	6.84E-01
mitochondrial RNA processing (GO:0000963)	18	0	.98	-	 < 0.01	3.76E-01
positive regulation of mitochondrial RNA catabolic process (GO:0000962)	1	0	.05	-	 < 0.01	9.47E-01
regulation of mitochondrial RNA catabolic process (GO:0000960)	1	0	.05	-	 < 0.01	9.47E-01
spindle localization (GO:0051653)	1	0	.05	-	 < 0.01	9.47E-01
peptidyl-arginine methylation (GO:0018216)	6	0	.33	-	 < 0.01	7.22E-01
peptidyl-threonine modification (GO:0018210)	6	0	.33	-	 < 0.01	7.22E-01
viral process (GO:0016032)	24	0	1.30	-	 < 0.01	2.72E-01
tRNA import into mitochondrion (GO:0016031)	2	0	.11	-	 < 0.01	8.97E-01
negative regulation of hydrogen peroxide biosynthetic process (GO:0010730)	1	0	.05	-	 < 0.01	9.47E-01
response to amino acid starvation (GO:1990928)	1	0	.05	-	 < 0.01	9.47E-01
mitochondrial mRNA catabolic process (GO:0000958)	2	0	.11	-	 < 0.01	8.97E-01
mitochondrial RNA catabolic process (GO:0000957)	2	0	.11	-	 < 0.01	8.97E-01
nuclear-transcribed mRNA catabolic process (GO:0000956)	53	0	2.88	-	 < 0.01	5.60E-02
mitochondrion localization (GO:0051646)	4	0	.22	-	 < 0.01	8.05E-01
Golgi localization (GO:0051645)	4	0	.22	-	 < 0.01	8.05E-01
peptidyl-methionine modification (GO:0018206)	7	0	.38	-	 < 0.01	6.84E-01
peptidyl-histidine modification (GO:0018202)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of hydrogen peroxide biosynthetic process (GO:0010729)	2	0	.11	-	 < 0.01	8.97E-01
peptidyl-glycine modification (GO:0018201)	1	0	.05	-	 < 0.01	9.47E-01
regulation of hydrogen peroxide biosynthetic process (GO:0010728)	3	0	.16	-	 < 0.01	8.50E-01
peptidyl-glutamic acid modification (GO:0018200)	1	0	.05	-	 < 0.01	9.47E-01
negative regulation of hydrogen peroxide metabolic process (GO:0010727)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of hydrogen peroxide metabolic process (GO:0010726)	4	0	.22	-	 < 0.01	8.05E-01
double-strand break repair involved in meiotic recombination (GO:1990918)	2	0	.11	-	 < 0.01	8.97E-01
pyrimidine nucleotide catabolic process (GO:0006244)	1	0	.05	-	 < 0.01	9.47E-01
actin filament network formation (GO:0051639)	5	0	.27	-	 < 0.01	7.62E-01
CTP biosynthetic process (GO:0006241)	10	0	.54	-	 < 0.01	5.81E-01
regulation of cytoplasmic translational elongation (GO:1900247)	1	0	.05	-	 < 0.01	9.47E-01
regulation of ornithine metabolic process (GO:0090368)	1	0	.05	-	 < 0.01	9.47E-01
dTTP biosynthetic process (GO:0006235)	1	0	.05	-	 < 0.01	9.47E-01
