




Analysis Type:	PANTHER Overrepresentation Test (Released 20200728)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4081749 Released 2020-10-09
Analyzed List:	upload_1 (Drosophila melanogaster)
Reference List:	fly_background.txt (Drosophila melanogaster)	There are duplicate IDs in the file. The unique set of IDs will be used.
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	fly_background.txt - REFLIST (5878)	upload_1 (995)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
regulation of chromatin assembly or disassembly (GO:0001672)	21	3	3.55	-	.84	5.25E-01
negative regulation of DNA-templated transcription, elongation (GO:0032785)	7	1	1.18	-	.84	6.68E-01
negative regulation of protein kinase B signaling (GO:0051898)	7	1	1.18	-	.84	6.68E-01
paracrine signaling (GO:0038001)	7	1	1.18	-	.84	6.68E-01
protein demethylation (GO:0006482)	7	1	1.18	-	.84	6.68E-01
regulation of phosphatase activity (GO:0010921)	7	1	1.18	-	.84	6.68E-01
determination of muscle attachment site (GO:0016204)	7	1	1.18	-	.84	6.68E-01
mRNA catabolic process (GO:0006402)	56	8	9.48	-	.84	3.93E-01
positive regulation of RNA splicing (GO:0033120)	7	1	1.18	-	.84	6.68E-01
phosphatidylinositol dephosphorylation (GO:0046856)	7	1	1.18	-	.84	6.68E-01
positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)	35	5	5.92	-	.84	4.57E-01
negative regulation of nucleocytoplasmic transport (GO:0046823)	7	1	1.18	-	.84	6.68E-01
regulation of small molecule metabolic process (GO:0062012)	28	4	4.74	-	.84	4.87E-01
mRNA cleavage (GO:0006379)	7	1	1.18	-	.84	6.68E-01
fibroblast growth factor receptor signaling pathway (GO:0008543)	21	3	3.55	-	.84	5.25E-01
transcription by RNA polymerase I (GO:0006360)	14	2	2.37	-	.84	5.77E-01
genital disc anterior/posterior pattern formation (GO:0035224)	7	1	1.18	-	.84	6.68E-01
genital disc pattern formation (GO:0035221)	7	1	1.18	-	.84	6.68E-01
tetrapyrrole biosynthetic process (GO:0033014)	7	1	1.18	-	.84	6.68E-01
neurotransmitter receptor transport (GO:0099637)	7	1	1.18	-	.84	6.68E-01
cellular response to calcium ion (GO:0071277)	7	1	1.18	-	.84	6.68E-01
cellular response to mechanical stimulus (GO:0071260)	7	1	1.18	-	.84	6.68E-01
synaptic vesicle docking (GO:0016081)	21	3	3.55	-	.84	5.25E-01
syncytial nuclear migration (GO:0035190)	7	1	1.18	-	.84	6.68E-01
lipid storage (GO:0019915)	14	2	2.37	-	.84	5.77E-01
sperm storage (GO:0046693)	7	1	1.18	-	.84	6.68E-01
response to arsenic-containing substance (GO:0046685)	7	1	1.18	-	.84	6.68E-01
axon extension involved in axon guidance (GO:0048846)	7	1	1.18	-	.84	6.68E-01
vesicle cytoskeletal trafficking (GO:0099518)	21	3	3.55	-	.84	5.25E-01
vesicle fusion to plasma membrane (GO:0099500)	7	1	1.18	-	.84	6.68E-01
regulation of cell proliferation involved in compound eye morphogenesis (GO:2000495)	7	1	1.18	-	.84	6.68E-01
endocytic recycling (GO:0032456)	21	3	3.55	-	.84	5.25E-01
cellular protein-containing complex localization (GO:0034629)	7	1	1.18	-	.84	6.68E-01
regulation of meiotic nuclear division (GO:0040020)	7	1	1.18	-	.84	6.68E-01
olfactory learning (GO:0008355)	35	5	5.92	-	.84	4.57E-01
regulation of protein localization to nucleus (GO:1900180)	14	2	2.37	-	.84	5.77E-01
regulation of nucleotide metabolic process (GO:0006140)	7	1	1.18	-	.84	6.68E-01
establishment of apical/basal cell polarity (GO:0035089)	7	1	1.18	-	.84	6.68E-01
regulation of chromatin silencing (GO:0031935)	35	5	5.92	-	.84	4.57E-01
cellular response to fibroblast growth factor stimulus (GO:0044344)	21	3	3.55	-	.84	5.25E-01
regulation of lipid transport (GO:0032368)	7	1	1.18	-	.84	6.68E-01
intracellular lipid transport (GO:0032365)	7	1	1.18	-	.84	6.68E-01
regulation of proteolysis (GO:0030162)	112	16	18.96	-	.84	2.93E-01
neuron projection extension involved in neuron projection guidance (GO:1902284)	7	1	1.18	-	.84	6.68E-01
regulation of ubiquitin-protein transferase activity (GO:0051438)	7	1	1.18	-	.84	6.68E-01
protein dealkylation (GO:0008214)	7	1	1.18	-	.84	6.68E-01
regulation of mitochondrial fission (GO:0090140)	7	1	1.18	-	.84	6.68E-01
mannose metabolic process (GO:0006013)	7	1	1.18	-	.84	6.68E-01
muscle organ morphogenesis (GO:0048644)	7	1	1.18	-	.84	6.68E-01
presynaptic membrane assembly (GO:0097105)	7	1	1.18	-	.84	6.68E-01
lipid oxidation (GO:0034440)	14	2	2.37	-	.84	5.77E-01
actin filament polymerization (GO:0030041)	7	1	1.18	-	.84	6.68E-01
regulation of signaling receptor activity (GO:0010469)	7	1	1.18	-	.84	6.68E-01
positive regulation of voltage-gated potassium channel activity (GO:1903818)	7	1	1.18	-	.84	6.68E-01
negative regulation of DNA-dependent DNA replication (GO:2000104)	7	1	1.18	-	.84	6.68E-01
neurotransmitter loading into synaptic vesicle (GO:0098700)	7	1	1.18	-	.84	6.68E-01
synaptic vesicle fusion to presynaptic active zone membrane (GO:0031629)	7	1	1.18	-	.84	6.68E-01
response to nutrient (GO:0007584)	14	2	2.37	-	.84	5.77E-01
pyridine-containing compound metabolic process (GO:0072524)	7	1	1.18	-	.84	6.68E-01
postsynapse organization (GO:0099173)	21	3	3.55	-	.84	5.25E-01
visceral muscle development (GO:0007522)	14	2	2.37	-	.84	5.77E-01
hemocyte development (GO:0007516)	7	1	1.18	-	.84	6.68E-01
fat body development (GO:0007503)	7	1	1.18	-	.84	6.68E-01
NADH dehydrogenase complex assembly (GO:0010257)	7	1	1.18	-	.84	6.68E-01
positive regulation of fibroblast growth factor receptor signaling pathway (GO:0045743)	7	1	1.18	-	.84	6.68E-01
cell-substrate adhesion (GO:0031589)	21	3	3.55	-	.84	5.25E-01
regulation of neuron apoptotic process (GO:0043523)	21	3	3.55	-	.84	5.25E-01
regulation of myosin II filament organization (GO:0043519)	7	1	1.18	-	.84	6.68E-01
R8 cell fate commitment (GO:0007460)	21	3	3.55	-	.84	5.25E-01
postsynapse assembly (GO:0099068)	7	1	1.18	-	.84	6.68E-01
methylguanosine-cap decapping (GO:0110156)	7	1	1.18	-	.84	6.68E-01
mesoderm morphogenesis (GO:0048332)	28	4	4.74	-	.84	4.87E-01
oviposition (GO:0018991)	7	1	1.18	-	.84	6.68E-01
phenol-containing compound metabolic process (GO:0018958)	56	8	9.48	-	.84	3.93E-01
cellular response to virus (GO:0098586)	7	1	1.18	-	.84	6.68E-01
response to X-ray (GO:0010165)	7	1	1.18	-	.84	6.68E-01
spliceosomal snRNP assembly (GO:0000387)	14	2	2.37	-	.84	5.77E-01
regulation of ATPase activity (GO:0043462)	7	1	1.18	-	.84	6.68E-01
barbed-end actin filament capping (GO:0051016)	7	1	1.18	-	.84	6.68E-01
microtubule sliding (GO:0051012)	7	1	1.18	-	.84	6.68E-01
cell adhesion mediated by integrin (GO:0033627)	21	3	3.55	-	.84	5.25E-01
regulation of ATP metabolic process (GO:1903578)	14	2	2.37	-	.84	5.77E-01
insecticide metabolic process (GO:0017143)	7	1	1.18	-	.84	6.68E-01
regulation of cell cycle (GO:0051726)	246	35	41.64	-	.84	1.66E-01
regulation of phosphate metabolic process (GO:0019220)	232	33	39.27	-	.84	1.74E-01
regulation of phosphorus metabolic process (GO:0051174)	232	33	39.27	-	.84	1.74E-01
regulation of protein phosphorylation (GO:0001932)	183	26	30.98	-	.84	2.10E-01
negative regulation of RNA metabolic process (GO:0051253)	296	42	50.11	-	.84	1.34E-01
regulation of catalytic activity (GO:0050790)	275	39	46.55	-	.84	1.44E-01
organelle fission (GO:0048285)	233	33	39.44	-	.84	1.67E-01
regulation of MAPK cascade (GO:0043408)	106	15	17.94	-	.84	2.89E-01
imaginal disc pattern formation (GO:0007447)	99	14	16.76	-	.84	2.99E-01
meiotic cell cycle process (GO:1903046)	191	27	32.33	-	.84	1.96E-01
cytokinesis (GO:0000910)	92	13	15.57	-	.83	3.09E-01
negative regulation of apoptotic process (GO:0043066)	78	11	13.20	-	.83	3.31E-01
embryo development (GO:0009790)	461	65	78.04	-	.83	6.68E-02
meiotic cell cycle (GO:0051321)	199	28	33.69	-	.83	1.83E-01
digestive tract morphogenesis (GO:0048546)	64	9	10.83	-	.83	3.58E-01
embryonic organ development (GO:0048568)	57	8	9.65	-	.83	3.73E-01
mitotic spindle organization (GO:0007052)	50	7	8.46	-	.83	3.89E-01
nuclear-transcribed mRNA catabolic process (GO:0000956)	50	7	8.46	-	.83	3.89E-01
heart development (GO:0007507)	93	13	15.74	-	.83	2.94E-01
circulatory system development (GO:0072359)	93	13	15.74	-	.83	2.94E-01
meiotic cytokinesis (GO:0033206)	43	6	7.28	-	.82	4.08E-01
cellular response to peptide hormone stimulus (GO:0071375)	43	6	7.28	-	.82	4.08E-01
regulation of photoreceptor cell differentiation (GO:0046532)	43	6	7.28	-	.82	4.08E-01
positive regulation of autophagy (GO:0010508)	43	6	7.28	-	.82	4.08E-01
negative regulation of neuromuscular junction development (GO:1904397)	43	6	7.28	-	.82	4.08E-01
cellular response to peptide (GO:1901653)	43	6	7.28	-	.82	4.08E-01
negative regulation of synaptic growth at neuromuscular junction (GO:0045886)	43	6	7.28	-	.82	4.08E-01
regulation of histone modification (GO:0031056)	36	5	6.09	-	.82	4.30E-01
regulation of phosphorylation (GO:0042325)	216	30	36.56	-	.82	1.53E-01
larval lymph gland hemopoiesis (GO:0035167)	36	5	6.09	-	.82	4.30E-01
post-embryonic hemopoiesis (GO:0035166)	36	5	6.09	-	.82	4.30E-01
second-messenger-mediated signaling (GO:0019932)	72	10	12.19	-	.82	3.26E-01
positive regulation of developmental process (GO:0051094)	216	30	36.56	-	.82	1.53E-01
regulation of mitotic cell cycle (GO:0007346)	144	20	24.38	-	.82	2.17E-01
cell cycle (GO:0007049)	526	73	89.04	-	.82	3.93E-02
meiosis I cell cycle process (GO:0061982)	101	14	17.10	-	.82	2.71E-01
cell cycle process (GO:0022402)	441	61	74.65	-	.82	5.36E-02
anterior/posterior axis specification, embryo (GO:0008595)	94	13	15.91	-	.82	2.80E-01
tripartite regional subdivision (GO:0007351)	94	13	15.91	-	.82	2.80E-01
mitotic cytokinesis (GO:0000281)	58	8	9.82	-	.81	3.53E-01
pole cell development (GO:0007277)	29	4	4.91	-	.81	4.56E-01
germ-line cyst formation (GO:0048134)	29	4	4.91	-	.81	4.56E-01
negative regulation of ERBB signaling pathway (GO:1901185)	29	4	4.91	-	.81	4.56E-01
meiosis I (GO:0007127)	58	8	9.82	-	.81	3.53E-01
positive regulation of stress-activated MAPK cascade (GO:0032874)	29	4	4.91	-	.81	4.56E-01
regulation of sister chromatid segregation (GO:0033045)	29	4	4.91	-	.81	4.56E-01
melanotic encapsulation of foreign target (GO:0035011)	29	4	4.91	-	.81	4.56E-01
neuron fate commitment (GO:0048663)	87	12	14.73	-	.81	2.89E-01
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	29	4	4.91	-	.81	4.56E-01
positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)	29	4	4.91	-	.81	4.56E-01
cell population proliferation (GO:0008283)	109	15	18.45	-	.81	2.50E-01
positive regulation of phosphorus metabolic process (GO:0010562)	131	18	22.18	-	.81	2.19E-01
positive regulation of phosphate metabolic process (GO:0045937)	131	18	22.18	-	.81	2.19E-01
negative regulation of immune response (GO:0050777)	51	7	8.63	-	.81	3.68E-01
response to decreased oxygen levels (GO:0036293)	51	7	8.63	-	.81	3.68E-01
DNA recombination (GO:0006310)	73	10	12.36	-	.81	3.09E-01
photoreceptor cell fate commitment (GO:0046552)	73	10	12.36	-	.81	3.09E-01
DNA metabolic process (GO:0006259)	212	29	35.89	-	.81	1.37E-01
DNA repair (GO:0006281)	139	19	23.53	-	.81	2.03E-01
sperm motility (GO:0097722)	22	3	3.72	-	.81	4.89E-01
negative regulation of synapse assembly (GO:0051964)	44	6	7.45	-	.81	3.85E-01
regulation of histone methylation (GO:0031060)	22	3	3.72	-	.81	4.89E-01
nucleoside metabolic process (GO:0009116)	22	3	3.72	-	.81	4.89E-01
negative regulation of BMP signaling pathway (GO:0030514)	22	3	3.72	-	.81	4.89E-01
positive regulation of neuroblast proliferation (GO:0002052)	22	3	3.72	-	.81	4.89E-01
flagellated sperm motility (GO:0030317)	22	3	3.72	-	.81	4.89E-01
regulation of establishment of planar polarity (GO:0090175)	22	3	3.72	-	.81	4.89E-01
negative regulation of autophagy (GO:0010507)	22	3	3.72	-	.81	4.89E-01
vesicle-mediated transport to the plasma membrane (GO:0098876)	22	3	3.72	-	.81	4.89E-01
photoreceptor cell fate specification (GO:0043704)	22	3	3.72	-	.81	4.89E-01
response to peptide (GO:1901652)	44	6	7.45	-	.81	3.85E-01
actin-mediated cell contraction (GO:0070252)	22	3	3.72	-	.81	4.89E-01
negative regulation of synapse organization (GO:1905809)	44	6	7.45	-	.81	3.85E-01
response to peptide hormone (GO:0043434)	44	6	7.45	-	.81	3.85E-01
regulation of MAP kinase activity (GO:0043405)	22	3	3.72	-	.81	4.89E-01
central nervous system development (GO:0007417)	251	34	42.49	-	.80	1.02E-01
regulation of cellular amide metabolic process (GO:0034248)	133	18	22.51	-	.80	1.98E-01
negative regulation of cellular catabolic process (GO:0031330)	37	5	6.26	-	.80	4.04E-01
regulation of lipid metabolic process (GO:0019216)	37	5	6.26	-	.80	4.04E-01
male meiotic nuclear division (GO:0007140)	74	10	12.53	-	.80	2.93E-01
negative regulation of canonical Wnt signaling pathway (GO:0090090)	37	5	6.26	-	.80	4.04E-01
vesicle docking (GO:0048278)	37	5	6.26	-	.80	4.04E-01
regulation of transferase activity (GO:0051338)	104	14	17.60	-	.80	2.33E-01
regulation of mitotic cell cycle phase transition (GO:1901990)	82	11	13.88	-	.79	2.68E-01
embryonic axis specification (GO:0000578)	97	13	16.42	-	.79	2.40E-01
karyosome formation (GO:0061988)	30	4	5.08	-	.79	4.26E-01
fusome organization (GO:0045478)	15	2	2.54	-	.79	5.34E-01
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	45	6	7.62	-	.79	3.61E-01
oocyte karyosome formation (GO:0030717)	30	4	5.08	-	.79	4.26E-01
anaphase-promoting complex-dependent catabolic process (GO:0031145)	15	2	2.54	-	.79	5.34E-01
mitotic metaphase plate congression (GO:0007080)	15	2	2.54	-	.79	5.34E-01
melanin metabolic process (GO:0006582)	45	6	7.62	-	.79	3.61E-01
intercellular bridge organization (GO:0043063)	15	2	2.54	-	.79	5.34E-01
dsRNA processing (GO:0031050)	15	2	2.54	-	.79	5.34E-01
response to purine-containing compound (GO:0014074)	15	2	2.54	-	.79	5.34E-01
production of small RNA involved in gene silencing by RNA (GO:0070918)	15	2	2.54	-	.79	5.34E-01
regulation of tube diameter (GO:0035296)	15	2	2.54	-	.79	5.34E-01
negative regulation of phosphorylation (GO:0042326)	60	8	10.16	-	.79	3.14E-01
negative regulation of cell junction assembly (GO:1901889)	45	6	7.62	-	.79	3.61E-01
neuron fate specification (GO:0048665)	30	4	5.08	-	.79	4.26E-01
pyrimidine-containing compound biosynthetic process (GO:0072528)	15	2	2.54	-	.79	5.34E-01
positive regulation of neurogenesis (GO:0050769)	60	8	10.16	-	.79	3.14E-01
negative regulation of molecular function (GO:0044092)	90	12	15.23	-	.79	2.47E-01
positive regulation of axon extension (GO:0045773)	15	2	2.54	-	.79	5.34E-01
microtubule-based movement (GO:0007018)	113	15	19.13	-	.78	2.04E-01
hemopoiesis (GO:0030097)	68	9	11.51	-	.78	2.86E-01
cytoskeleton-dependent cytokinesis (GO:0061640)	91	12	15.40	-	.78	2.33E-01
regulation of chromatin organization (GO:1902275)	91	12	15.40	-	.78	2.33E-01
defense response to Gram-positive bacterium (GO:0050830)	38	5	6.43	-	.78	3.78E-01
regulation of TOR signaling (GO:0032006)	38	5	6.43	-	.78	3.78E-01
digestive system development (GO:0055123)	99	13	16.76	-	.78	2.15E-01
digestive tract development (GO:0048565)	99	13	16.76	-	.78	2.15E-01
cell division (GO:0051301)	221	29	37.41	-	.78	9.00E-02
hematopoietic or lymphoid organ development (GO:0048534)	84	11	14.22	-	.77	2.40E-01
immune system development (GO:0002520)	84	11	14.22	-	.77	2.40E-01
memory (GO:0007613)	107	14	18.11	-	.77	1.98E-01
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	130	17	22.01	-	.77	1.66E-01
regulation of protein ubiquitination (GO:0031396)	23	3	3.89	-	.77	4.54E-01
cilium movement involved in cell motility (GO:0060294)	23	3	3.89	-	.77	4.54E-01
mRNA 3'-end processing (GO:0031124)	23	3	3.89	-	.77	4.54E-01
cellular transition metal ion homeostasis (GO:0046916)	23	3	3.89	-	.77	4.54E-01
transcription initiation from RNA polymerase II promoter (GO:0006367)	46	6	7.79	-	.77	3.39E-01
associative learning (GO:0008306)	46	6	7.79	-	.77	3.39E-01
axoneme assembly (GO:0035082)	23	3	3.89	-	.77	4.54E-01
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	23	3	3.89	-	.77	4.54E-01
positive regulation of neural precursor cell proliferation (GO:2000179)	23	3	3.89	-	.77	4.54E-01
regulation of protein serine/threonine kinase activity (GO:0071900)	46	6	7.79	-	.77	3.39E-01
regulation of endopeptidase activity (GO:0052548)	54	7	9.14	-	.77	3.07E-01
lymph gland development (GO:0048542)	54	7	9.14	-	.77	3.07E-01
regulation of cell cycle phase transition (GO:1901987)	85	11	14.39	-	.76	2.27E-01
protein-DNA complex subunit organization (GO:0071824)	93	12	15.74	-	.76	2.09E-01
regulation of translation (GO:0006417)	93	12	15.74	-	.76	2.09E-01
asymmetric cell division (GO:0008356)	93	12	15.74	-	.76	2.09E-01
germarium-derived oocyte differentiation (GO:0030706)	31	4	5.25	-	.76	3.98E-01
centrosome cycle (GO:0007098)	62	8	10.50	-	.76	2.79E-01
regulation of chromosome segregation (GO:0051983)	31	4	5.25	-	.76	3.98E-01
microtubule bundle formation (GO:0001578)	31	4	5.25	-	.76	3.98E-01
positive regulation of phosphorylation (GO:0042327)	124	16	20.99	-	.76	1.61E-01
septate junction assembly (GO:0019991)	31	4	5.25	-	.76	3.98E-01
cell fate commitment involved in pattern specification (GO:0060581)	31	4	5.25	-	.76	3.98E-01
proteasomal protein catabolic process (GO:0010498)	132	17	22.34	-	.76	1.49E-01
chromosome organization (GO:0051276)	443	57	74.99	-	.76	1.52E-02
mitotic cell cycle (GO:0000278)	351	45	59.42	-	.76	2.76E-02
regulation of ERBB signaling pathway (GO:1901184)	39	5	6.60	-	.76	3.54E-01
negative regulation of Wnt signaling pathway (GO:0030178)	39	5	6.60	-	.76	3.54E-01
regulation of cellular response to insulin stimulus (GO:1900076)	39	5	6.60	-	.76	3.54E-01
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	39	5	6.60	-	.76	3.54E-01
negative regulation of catabolic process (GO:0009895)	39	5	6.60	-	.76	3.54E-01
axis specification (GO:0009798)	164	21	27.76	-	.76	1.11E-01
head development (GO:0060322)	125	16	21.16	-	.76	1.52E-01
regionalization (GO:0003002)	422	54	71.43	-	.76	1.59E-02
negative regulation of smoothened signaling pathway (GO:0045879)	47	6	7.96	-	.75	3.18E-01
negative regulation of transcription by RNA polymerase II (GO:0000122)	157	20	26.58	-	.75	1.13E-01
cilium assembly (GO:0060271)	55	7	9.31	-	.75	2.88E-01
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	110	14	18.62	-	.75	1.68E-01
muscle cell development (GO:0055001)	55	7	9.31	-	.75	2.88E-01
pattern specification process (GO:0007389)	456	58	77.19	-	.75	1.10E-02
mitotic cell cycle process (GO:1903047)	245	31	41.47	-	.75	5.22E-02
anterior/posterior axis specification (GO:0009948)	103	13	17.44	-	.75	1.71E-01
stress granule assembly (GO:0034063)	8	1	1.35	-	.74	6.08E-01
cellular zinc ion homeostasis (GO:0006882)	8	1	1.35	-	.74	6.08E-01
nuclear-transcribed mRNA poly(A) tail shortening (GO:0000289)	8	1	1.35	-	.74	6.08E-01
mitochondrial fission (GO:0000266)	8	1	1.35	-	.74	6.08E-01
germ-line cyst encapsulation (GO:0048138)	16	2	2.71	-	.74	4.91E-01
porphyrin-containing compound metabolic process (GO:0006778)	8	1	1.35	-	.74	6.08E-01
positive regulation of potassium ion transport (GO:0043268)	8	1	1.35	-	.74	6.08E-01
regulation of potassium ion transport (GO:0043266)	8	1	1.35	-	.74	6.08E-01
proteasome assembly (GO:0043248)	8	1	1.35	-	.74	6.08E-01
imaginal disc-derived leg segmentation (GO:0036011)	24	3	4.06	-	.74	4.21E-01
membrane lipid metabolic process (GO:0006643)	40	5	6.77	-	.74	3.30E-01
ribosomal subunit export from nucleus (GO:0000054)	8	1	1.35	-	.74	6.08E-01
regulation of SNARE complex assembly (GO:0035542)	8	1	1.35	-	.74	6.08E-01
secretory granule organization (GO:0033363)	8	1	1.35	-	.74	6.08E-01
Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	8	1	1.35	-	.74	6.08E-01
cardioblast cell fate commitment (GO:0042684)	8	1	1.35	-	.74	6.08E-01
