




Analysis Type:	PANTHER Overrepresentation Test (Released 20200728)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4437524 Released 2021-01-01
Analyzed List:	upload_1 (Arabidopsis thaliana)
Reference List:	arabidopsis_bg.txt (Arabidopsis thaliana)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	arabidopsis_bg.txt - REFLIST (14244)	upload_1 (1540)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
establishment of tissue polarity (GO:0007164)	4	0	.43	-	 < 0.01	6.49E-01
establishment or maintenance of cell polarity (GO:0007163)	15	0	1.62	-	 < 0.01	1.97E-01
peroxisome localization (GO:0060151)	3	0	.32	-	 < 0.01	7.23E-01
cell-matrix adhesion (GO:0007160)	1	0	.11	-	 < 0.01	8.98E-01
tRNA 3'-trailer cleavage (GO:0042779)	2	0	.22	-	 < 0.01	8.06E-01
mitochondrial ATP synthesis coupled proton transport (GO:0042776)	7	0	.76	-	 < 0.01	4.69E-01
signal transduction in response to DNA damage (GO:0042770)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of cell wall organization or biogenesis (GO:1903340)	5	0	.54	-	 < 0.01	5.82E-01
primary amino compound biosynthetic process (GO:1901162)	1	0	.11	-	 < 0.01	8.98E-01
primary amino compound metabolic process (GO:1901160)	2	0	.22	-	 < 0.01	8.06E-01
negative regulation of cell wall organization or biogenesis (GO:1903339)	1	0	.11	-	 < 0.01	8.98E-01
nucleosome mobilization (GO:0042766)	1	0	.11	-	 < 0.01	8.98E-01
regulation of vacuolar transport (GO:1903335)	2	0	.22	-	 < 0.01	8.06E-01
regulation of protein folding (GO:1903332)	1	0	.11	-	 < 0.01	8.98E-01
very long-chain fatty acid catabolic process (GO:0042760)	2	0	.22	-	 < 0.01	8.06E-01
ribonucleoprotein complex disassembly (GO:0032988)	3	0	.32	-	 < 0.01	7.23E-01
protein-DNA complex disassembly (GO:0032986)	1	0	.11	-	 < 0.01	8.98E-01
male meiosis I (GO:0007141)	1	0	.11	-	 < 0.01	8.98E-01
regulation of iron-sulfur cluster assembly (GO:1903329)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of circadian rhythm (GO:0042754)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	3	0	.32	-	 < 0.01	7.23E-01
negative regulation of protein modification by small protein conjugation or removal (GO:1903321)	2	0	.22	-	 < 0.01	8.06E-01
regulation of protein modification by small protein conjugation or removal (GO:1903320)	7	0	.76	-	 < 0.01	4.69E-01
protein insertion into mitochondrial inner membrane from matrix (GO:0032979)	3	0	.32	-	 < 0.01	7.23E-01
protein insertion into membrane from inner side (GO:0032978)	3	0	.32	-	 < 0.01	7.23E-01
regulation of lignin biosynthetic process (GO:1901141)	8	0	.86	-	 < 0.01	4.21E-01
p-coumaryl alcohol transport (GO:1901140)	1	0	.11	-	 < 0.01	8.98E-01
meiotic prophase II (GO:0007136)	1	0	.11	-	 < 0.01	8.98E-01
phosphatidylinositol-3-phosphate biosynthetic process (GO:0036092)	3	0	.32	-	 < 0.01	7.23E-01
regulation of nitrogen cycle metabolic process (GO:1903314)	1	0	.11	-	 < 0.01	8.98E-01
focal adhesion assembly (GO:0048041)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of mRNA metabolic process (GO:1903312)	5	0	.54	-	 < 0.01	5.82E-01
protein biotinylation (GO:0009305)	2	0	.22	-	 < 0.01	8.06E-01
rRNA transcription (GO:0009303)	2	0	.22	-	 < 0.01	8.06E-01
positive regulation of transcription elongation from RNA polymerase II promoter (GO:0032968)	12	0	1.30	-	 < 0.01	2.73E-01
meiotic prophase I (GO:0007128)	1	0	.11	-	 < 0.01	8.98E-01
collagen metabolic process (GO:0032963)	5	0	.54	-	 < 0.01	5.82E-01
regulation of division septum assembly (GO:0032955)	1	0	.11	-	 < 0.01	8.98E-01
regulation of cytokinetic process (GO:0032954)	1	0	.11	-	 < 0.01	8.98E-01
regulation of (1->3)-beta-D-glucan biosynthetic process (GO:0032953)	1	0	.11	-	 < 0.01	8.98E-01
regulation of (1->3)-beta-D-glucan metabolic process (GO:0032952)	1	0	.11	-	 < 0.01	8.98E-01
regulation of beta-glucan biosynthetic process (GO:0032951)	6	0	.65	-	 < 0.01	5.23E-01
regulation of beta-glucan metabolic process (GO:0032950)	6	0	.65	-	 < 0.01	5.23E-01
fucosylation (GO:0036065)	8	0	.86	-	 < 0.01	4.21E-01
inositol phosphate-mediated signaling (GO:0048016)	2	0	.22	-	 < 0.01	8.06E-01
circadian regulation of gene expression (GO:0032922)	6	0	.65	-	 < 0.01	5.23E-01
negative regulation of transcription by RNA polymerase III (GO:0016480)	1	0	.11	-	 < 0.01	8.98E-01
cell migration (GO:0016477)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of response to oxidative stress (GO:1902883)	1	0	.11	-	 < 0.01	8.98E-01
TORC1 signaling (GO:0038202)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of starch metabolic process (GO:2000905)	1	0	.11	-	 < 0.01	8.98E-01
cytoplasm protein quality control by the ubiquitin-proteasome system (GO:0071629)	2	0	.22	-	 < 0.01	8.06E-01
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	1	0	.11	-	 < 0.01	8.98E-01
inositol phosphoceramide metabolic process (GO:0006673)	1	0	.11	-	 < 0.01	8.98E-01
phytosphingosine metabolic process (GO:0006671)	1	0	.11	-	 < 0.01	8.98E-01
sphingosine metabolic process (GO:0006670)	6	0	.65	-	 < 0.01	5.23E-01
3-keto-sphinganine metabolic process (GO:0006666)	2	0	.22	-	 < 0.01	8.06E-01
phosphatidylinositol biosynthetic process (GO:0006661)	21	0	2.27	-	 < 0.01	1.03E-01
phosphatidylserine biosynthetic process (GO:0006659)	2	0	.22	-	 < 0.01	8.06E-01
phosphatidylserine metabolic process (GO:0006658)	2	0	.22	-	 < 0.01	8.06E-01
phosphatidic acid biosynthetic process (GO:0006654)	6	0	.65	-	 < 0.01	5.23E-01
triglyceride mobilization (GO:0006642)	1	0	.11	-	 < 0.01	8.98E-01
sulfur amino acid catabolic process (GO:0000098)	2	0	.22	-	 < 0.01	8.06E-01
intrachromosomal DNA recombination (GO:1990067)	2	0	.22	-	 < 0.01	8.06E-01
ground tissue pattern formation (GO:1990064)	1	0	.11	-	 < 0.01	8.98E-01
protein processing involved in protein targeting to mitochondrion (GO:0006627)	1	0	.11	-	 < 0.01	8.98E-01
posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620)	5	0	.54	-	 < 0.01	5.82E-01
negative regulation of cell cycle G1/S phase transition (GO:1902807)	1	0	.11	-	 < 0.01	8.98E-01
regulation of cell cycle G1/S phase transition (GO:1902806)	4	0	.43	-	 < 0.01	6.49E-01
fruit valve development (GO:1990059)	2	0	.22	-	 < 0.01	8.06E-01
fruit replum development (GO:1990058)	1	0	.11	-	 < 0.01	8.98E-01
mitotic prophase (GO:0000088)	1	0	.11	-	 < 0.01	8.98E-01
mitotic M phase (GO:0000087)	1	0	.11	-	 < 0.01	8.98E-01
G2/M transition of mitotic cell cycle (GO:0000086)	3	0	.32	-	 < 0.01	7.23E-01
mitotic G2 phase (GO:0000085)	2	0	.22	-	 < 0.01	8.06E-01
mitotic S phase (GO:0000084)	2	0	.22	-	 < 0.01	8.06E-01
mitotic G1 phase (GO:0000080)	2	0	.22	-	 < 0.01	8.06E-01
SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition (GO:0006617)	1	0	.11	-	 < 0.01	8.98E-01
nucleoside salvage (GO:0043174)	2	0	.22	-	 < 0.01	8.06E-01
zeatin biosynthetic process (GO:0033398)	2	0	.22	-	 < 0.01	8.06E-01
zeatin metabolic process (GO:0033397)	2	0	.22	-	 < 0.01	8.06E-01
beta-alanine biosynthetic process via 3-ureidopropionate (GO:0033396)	1	0	.11	-	 < 0.01	8.98E-01
response to very low light intensity stimulus (GO:0055122)	2	0	.22	-	 < 0.01	8.06E-01
response to high fluence blue light stimulus by blue high-fluence system (GO:0055121)	1	0	.11	-	 < 0.01	8.98E-01
DNA replication checkpoint (GO:0000076)	10	0	1.08	-	 < 0.01	3.39E-01
telomere maintenance via telomere trimming (GO:0090737)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of chromatin binding (GO:0035563)	1	0	.11	-	 < 0.01	8.98E-01
putrescine biosynthetic process from arginine, using agmatinase (GO:0033389)	2	0	.22	-	 < 0.01	8.06E-01
putrescine biosynthetic process from arginine (GO:0033388)	6	0	.65	-	 < 0.01	5.23E-01
regulation of chromatin binding (GO:0035561)	1	0	.11	-	 < 0.01	8.98E-01
geranylgeranyl diphosphate biosynthetic process (GO:0033386)	9	0	.97	-	 < 0.01	3.78E-01
geranylgeranyl diphosphate metabolic process (GO:0033385)	9	0	.97	-	 < 0.01	3.78E-01
geranyl diphosphate biosynthetic process (GO:0033384)	11	0	1.19	-	 < 0.01	3.04E-01
geranyl diphosphate metabolic process (GO:0033383)	11	0	1.19	-	 < 0.01	3.04E-01
response to cation stress (GO:0043157)	4	0	.43	-	 < 0.01	6.49E-01
entrainment of circadian clock by photoperiod (GO:0043153)	4	0	.43	-	 < 0.01	6.49E-01
oxidative single-stranded DNA demethylation (GO:0035552)	1	0	.11	-	 < 0.01	8.98E-01
pericentric heterochromatin organization (GO:0140462)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of defense response to virus by host (GO:0002230)	4	0	.43	-	 < 0.01	6.49E-01
argininosuccinate metabolic process (GO:0000053)	1	0	.11	-	 < 0.01	8.98E-01
citrulline metabolic process (GO:0000052)	1	0	.11	-	 < 0.01	8.98E-01
urea cycle (GO:0000050)	3	0	.32	-	 < 0.01	7.23E-01
pre-transcriptional gene silencing by RNA (GO:0140458)	17	0	1.84	-	 < 0.01	1.59E-01
regulation of SNARE complex assembly (GO:0035542)	2	0	.22	-	 < 0.01	8.06E-01
cytoplasm protein quality control (GO:0140455)	2	0	.22	-	 < 0.01	8.06E-01
protein storage vacuole organization (GO:1990019)	1	0	.11	-	 < 0.01	8.98E-01
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	1	0	.11	-	 < 0.01	8.98E-01
regulation of timing of plant organ formation (GO:0090709)	1	0	.11	-	 < 0.01	8.98E-01
maintenance of plant organ identity (GO:0090700)	7	0	.76	-	 < 0.01	4.69E-01
S-adenosylmethionine cycle (GO:0033353)	3	0	.32	-	 < 0.01	7.23E-01
defense response to nematode (GO:0002215)	3	0	.32	-	 < 0.01	7.23E-01
diadenosine tetraphosphate catabolic process (GO:0015967)	1	0	.11	-	 < 0.01	8.98E-01
diadenosine tetraphosphate biosynthetic process (GO:0015966)	1	0	.11	-	 < 0.01	8.98E-01
diadenosine tetraphosphate metabolic process (GO:0015965)	2	0	.22	-	 < 0.01	8.06E-01
trichome papilla formation (GO:1905499)	1	0	.11	-	 < 0.01	8.98E-01
diadenosine polyphosphate catabolic process (GO:0015961)	1	0	.11	-	 < 0.01	8.98E-01
diadenosine polyphosphate biosynthetic process (GO:0015960)	1	0	.11	-	 < 0.01	8.98E-01
receptor metabolic process (GO:0043112)	2	0	.22	-	 < 0.01	8.06E-01
replication fork arrest (GO:0043111)	3	0	.32	-	 < 0.01	7.23E-01
oxidative DNA demethylation (GO:0035511)	2	0	.22	-	 < 0.01	8.06E-01
DNA dealkylation (GO:0035510)	8	0	.86	-	 < 0.01	4.21E-01
ent-kaurene metabolic process (GO:0033331)	1	0	.11	-	 < 0.01	8.98E-01
regulation of mitotic recombination (GO:0000019)	2	0	.22	-	 < 0.01	8.06E-01
regulation of DNA recombination (GO:0000018)	17	0	1.84	-	 < 0.01	1.59E-01
diadenosine polyphosphate metabolic process (GO:0015959)	2	0	.22	-	 < 0.01	8.06E-01
amino acid salvage (GO:0043102)	9	0	.97	-	 < 0.01	3.78E-01
mRNA transcription (GO:0009299)	12	0	1.30	-	 < 0.01	2.73E-01
homomethionine metabolic process (GO:0033321)	3	0	.32	-	 < 0.01	7.23E-01
mitochondrial genome maintenance (GO:0000002)	4	0	.43	-	 < 0.01	6.49E-01
pantothenate biosynthetic process (GO:0015940)	4	0	.43	-	 < 0.01	6.49E-01
negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway (GO:1903298)	1	0	.11	-	 < 0.01	8.98E-01
regulation of hypoxia-induced intrinsic apoptotic signaling pathway (GO:1903297)	1	0	.11	-	 < 0.01	8.98E-01
meiotic spindle assembly checkpoint (GO:0033316)	1	0	.11	-	 < 0.01	8.98E-01
mitotic DNA replication checkpoint (GO:0033314)	5	0	.54	-	 < 0.01	5.82E-01
meiotic cell cycle checkpoint (GO:0033313)	2	0	.22	-	 < 0.01	8.06E-01
pantothenate metabolic process (GO:0015939)	4	0	.43	-	 < 0.01	6.49E-01
coenzyme A catabolic process (GO:0015938)	3	0	.32	-	 < 0.01	7.23E-01
coenzyme A biosynthetic process (GO:0015937)	11	0	1.19	-	 < 0.01	3.04E-01
coenzyme A metabolic process (GO:0015936)	14	0	1.51	-	 < 0.01	2.20E-01
negative regulation of DNA duplex unwinding (GO:1905463)	1	0	.11	-	 < 0.01	8.98E-01
regulation of DNA duplex unwinding (GO:1905462)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of potassium ion import across plasma membrane (GO:1903288)	1	0	.11	-	 < 0.01	8.98E-01
regulation of potassium ion import (GO:1903286)	1	0	.11	-	 < 0.01	8.98E-01
inductive cell-cell signaling (GO:0031129)	1	0	.11	-	 < 0.01	8.98E-01
developmental induction (GO:0031128)	1	0	.11	-	 < 0.01	8.98E-01
sno(s)RNA 3'-end processing (GO:0031126)	10	0	1.08	-	 < 0.01	3.39E-01
centriole replication (GO:0007099)	2	0	.22	-	 < 0.01	8.06E-01
centrosome cycle (GO:0007098)	2	0	.22	-	 < 0.01	8.06E-01
nuclear migration (GO:0007097)	4	0	.43	-	 < 0.01	6.49E-01
response to humidity (GO:0009270)	2	0	.22	-	 < 0.01	8.06E-01
mitotic G2 DNA damage checkpoint (GO:0007095)	3	0	.32	-	 < 0.01	7.23E-01
snRNA pseudouridine synthesis (GO:0031120)	3	0	.32	-	 < 0.01	7.23E-01
modulation by virus of host process (GO:0019048)	5	0	.54	-	 < 0.01	5.82E-01
tRNA pseudouridine synthesis (GO:0031119)	1	0	.11	-	 < 0.01	8.98E-01
regulation of autophagosome maturation (GO:1901096)	1	0	.11	-	 < 0.01	8.98E-01
2'-deoxyribonucleotide biosynthetic process (GO:0009265)	6	0	.65	-	 < 0.01	5.23E-01
deoxyribonucleotide catabolic process (GO:0009264)	2	0	.22	-	 < 0.01	8.06E-01
positive regulation of microtubule depolymerization (GO:0031117)	2	0	.22	-	 < 0.01	8.06E-01
deoxyribonucleotide biosynthetic process (GO:0009263)	9	0	.97	-	 < 0.01	3.78E-01
positive regulation of microtubule polymerization (GO:0031116)	4	0	.43	-	 < 0.01	6.49E-01
deoxyribonucleotide metabolic process (GO:0009262)	10	0	1.08	-	 < 0.01	3.39E-01
negative regulation of microtubule polymerization (GO:0031115)	1	0	.11	-	 < 0.01	8.98E-01
ribonucleotide catabolic process (GO:0009261)	3	0	.32	-	 < 0.01	7.23E-01
regulation of microtubule depolymerization (GO:0031114)	3	0	.32	-	 < 0.01	7.23E-01
regulation of microtubule polymerization (GO:0031113)	5	0	.54	-	 < 0.01	5.82E-01
positive regulation of microtubule polymerization or depolymerization (GO:0031112)	6	0	.65	-	 < 0.01	5.23E-01
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	2	0	.22	-	 < 0.01	8.06E-01
regulation of microtubule polymerization or depolymerization (GO:0031110)	11	0	1.19	-	 < 0.01	3.04E-01
sterol transport (GO:0015918)	4	0	.43	-	 < 0.01	6.49E-01
mitotic metaphase plate congression (GO:0007080)	3	0	.32	-	 < 0.01	7.23E-01
fatty-acyl-CoA transport (GO:0015916)	1	0	.11	-	 < 0.01	8.98E-01
long-chain fatty acid import into peroxisome (GO:0015910)	2	0	.22	-	 < 0.01	8.06E-01
10-formyltetrahydrofolate biosynthetic process (GO:0009257)	2	0	.22	-	 < 0.01	8.06E-01
10-formyltetrahydrofolate metabolic process (GO:0009256)	2	0	.22	-	 < 0.01	8.06E-01
microtubule polymerization or depolymerization (GO:0031109)	13	0	1.41	-	 < 0.01	2.45E-01
plasma membrane repair (GO:0001778)	1	0	.11	-	 < 0.01	8.98E-01
mitotic chromosome condensation (GO:0007076)	3	0	.32	-	 < 0.01	7.23E-01
long-chain fatty acid transport (GO:0015909)	2	0	.22	-	 < 0.01	8.06E-01
exon-exon junction complex disassembly (GO:1903259)	1	0	.11	-	 < 0.01	8.98E-01
lipid A biosynthetic process (GO:0009245)	2	0	.22	-	 < 0.01	8.06E-01
glucosamine-containing compound catabolic process (GO:1901072)	5	0	.54	-	 < 0.01	5.82E-01
regulation of sister chromatid cohesion (GO:0007063)	2	0	.22	-	 < 0.01	8.06E-01
male meiosis chromosome segregation (GO:0007060)	1	0	.11	-	 < 0.01	8.98E-01
menaquinone biosynthetic process (GO:0009234)	2	0	.22	-	 < 0.01	8.06E-01
menaquinone metabolic process (GO:0009233)	2	0	.22	-	 < 0.01	8.06E-01
spindle assembly involved in male meiosis (GO:0007053)	1	0	.11	-	 < 0.01	8.98E-01
cell cycle arrest (GO:0007050)	8	0	.86	-	 < 0.01	4.21E-01
biological phase (GO:0044848)	4	0	.43	-	 < 0.01	6.49E-01
positive regulation of cell fate specification (GO:0042660)	1	0	.11	-	 < 0.01	8.98E-01
pyrimidine deoxyribonucleotide catabolic process (GO:0009223)	1	0	.11	-	 < 0.01	8.98E-01
pyrimidine deoxyribonucleotide biosynthetic process (GO:0009221)	4	0	.43	-	 < 0.01	6.49E-01
regulation of microtubule-based process (GO:0032886)	13	0	1.41	-	 < 0.01	2.45E-01
root regeneration (GO:0062211)	2	0	.22	-	 < 0.01	8.06E-01
shoot regeneration (GO:0062210)	1	0	.11	-	 < 0.01	8.98E-01
cell-substrate junction assembly (GO:0007044)	1	0	.11	-	 < 0.01	8.98E-01
cell-cell junction assembly (GO:0007043)	6	0	.65	-	 < 0.01	5.23E-01
lysosomal transport (GO:0007041)	7	0	.76	-	 < 0.01	4.69E-01
cell cycle G2/M phase transition (GO:0044839)	4	0	.43	-	 < 0.01	6.49E-01
positive regulation of mitotic cohesin loading (GO:1905406)	1	0	.11	-	 < 0.01	8.98E-01
regulation of mitotic cohesin loading (GO:1905405)	1	0	.11	-	 < 0.01	8.98E-01
regulation of cell fate specification (GO:0042659)	5	0	.54	-	 < 0.01	5.82E-01
regulation of endodermal cell differentiation (GO:1903224)	1	0	.11	-	 < 0.01	8.98E-01
pyrimidine deoxyribonucleotide metabolic process (GO:0009219)	4	0	.43	-	 < 0.01	6.49E-01
purine deoxyribonucleoside triphosphate catabolic process (GO:0009217)	1	0	.11	-	 < 0.01	8.98E-01
purine deoxyribonucleoside triphosphate biosynthetic process (GO:0009216)	2	0	.22	-	 < 0.01	8.06E-01
purine deoxyribonucleoside triphosphate metabolic process (GO:0009215)	3	0	.32	-	 < 0.01	7.23E-01
negative regulation of oviposition (GO:1901045)	1	0	.11	-	 < 0.01	8.98E-01
pyrimidine deoxyribonucleoside triphosphate catabolic process (GO:0009213)	1	0	.11	-	 < 0.01	8.98E-01
regulation of establishment or maintenance of cell polarity (GO:0032878)	7	0	.76	-	 < 0.01	4.69E-01
protein catabolic process in the vacuole (GO:0007039)	1	0	.11	-	 < 0.01	8.98E-01
pyrimidine deoxyribonucleoside triphosphate biosynthetic process (GO:0009212)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of DNA endoreduplication (GO:0032877)	3	0	.32	-	 < 0.01	7.23E-01
pyrimidine deoxyribonucleoside triphosphate metabolic process (GO:0009211)	2	0	.22	-	 < 0.01	8.06E-01
morphogenesis of a polarized epithelium (GO:0001738)	3	0	.32	-	 < 0.01	7.23E-01
establishment of planar polarity (GO:0001736)	3	0	.32	-	 < 0.01	7.23E-01
endosome organization (GO:0007032)	10	0	1.08	-	 < 0.01	3.39E-01
formation of translation preinitiation complex (GO:0001731)	5	0	.54	-	 < 0.01	5.82E-01
meiotic telomere tethering at nuclear periphery (GO:0044821)	2	0	.22	-	 < 0.01	8.06E-01
cyanidin 3-O-glucoside metabolic process (GO:1901038)	1	0	.11	-	 < 0.01	8.98E-01
deoxyribonucleoside triphosphate catabolic process (GO:0009204)	2	0	.22	-	 < 0.01	8.06E-01
deoxyribonucleoside triphosphate biosynthetic process (GO:0009202)	4	0	.43	-	 < 0.01	6.49E-01
deoxyribonucleoside triphosphate metabolic process (GO:0009200)	6	0	.65	-	 < 0.01	5.23E-01
negative regulation of microtubule depolymerization (GO:0007026)	1	0	.11	-	 < 0.01	8.98E-01
microtubule nucleation (GO:0007020)	8	0	.86	-	 < 0.01	4.21E-01
mitotic G2/M transition checkpoint (GO:0044818)	7	0	.76	-	 < 0.01	4.69E-01
microtubule depolymerization (GO:0007019)	1	0	.11	-	 < 0.01	8.98E-01
endodermal cell fate specification (GO:0001714)	1	0	.11	-	 < 0.01	8.98E-01
endodermal cell fate commitment (GO:0001711)	1	0	.11	-	 < 0.01	8.98E-01
late nucleophagy (GO:0044805)	3	0	.32	-	 < 0.01	7.23E-01
CAAX-box protein processing (GO:0071586)	2	0	.22	-	 < 0.01	8.06E-01
detoxification of cadmium ion (GO:0071585)	7	0	.76	-	 < 0.01	4.69E-01
negative regulation of potassium ion transmembrane transporter activity (GO:1901017)	1	0	.11	-	 < 0.01	8.98E-01
plasma membrane organization (GO:0007009)	6	0	.65	-	 < 0.01	5.23E-01
cell fate determination (GO:0001709)	6	0	.65	-	 < 0.01	5.23E-01
endoderm formation (GO:0001706)	2	0	.22	-	 < 0.01	8.06E-01
formation of primary germ layer (GO:0001704)	2	0	.22	-	 < 0.01	8.06E-01
zinc ion import across plasma membrane (GO:0071578)	1	0	.11	-	 < 0.01	8.98E-01
zinc ion transmembrane transport (GO:0071577)	23	0	2.49	-	 < 0.01	8.30E-02
ubiquinone-6 biosynthetic process (GO:1901006)	2	0	.22	-	 < 0.01	8.06E-01
ubiquinone-6 metabolic process (GO:1901004)	2	0	.22	-	 < 0.01	8.06E-01
negative regulation of response to salt stress (GO:1901001)	7	0	.76	-	 < 0.01	4.69E-01
regulation of vitamin metabolic process (GO:0030656)	6	0	.65	-	 < 0.01	5.23E-01
cellular phosphate ion homeostasis (GO:0030643)	3	0	.32	-	 < 0.01	7.23E-01
response to bleomycin (GO:1904975)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of vitamin E biosynthetic process (GO:1904966)	2	0	.22	-	 < 0.01	8.06E-01
regulation of vitamin E biosynthetic process (GO:1904965)	2	0	.22	-	 < 0.01	8.06E-01
quiescent center organization (GO:1904961)	2	0	.22	-	 < 0.01	8.06E-01
positive regulation of cytochrome-c oxidase activity (GO:1904960)	1	0	.11	-	 < 0.01	8.98E-01
spermine biosynthetic process (GO:0006597)	4	0	.43	-	 < 0.01	6.49E-01
ornithine catabolic process (GO:0006593)	1	0	.11	-	 < 0.01	8.98E-01
ornithine biosynthetic process (GO:0006592)	1	0	.11	-	 < 0.01	8.98E-01
ornithine metabolic process (GO:0006591)	7	0	.76	-	 < 0.01	4.69E-01
regulation of cytochrome-c oxidase activity (GO:1904959)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of establishment of protein localization (GO:1904951)	3	0	.32	-	 < 0.01	7.23E-01
mitochondrial large ribosomal subunit assembly (GO:1902775)	1	0	.11	-	 < 0.01	8.98E-01
ethanolamine metabolic process (GO:0006580)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of telomerase activity (GO:0051974)	3	0	.32	-	 < 0.01	7.23E-01
vesicle transport along microtubule (GO:0047496)	1	0	.11	-	 < 0.01	8.98E-01
phospholipid homeostasis (GO:0055091)	1	0	.11	-	 < 0.01	8.98E-01
acylglycerol homeostasis (GO:0055090)	1	0	.11	-	 < 0.01	8.98E-01
amino-acid betaine biosynthetic process (GO:0006578)	2	0	.22	-	 < 0.01	8.06E-01
amino-acid betaine metabolic process (GO:0006577)	2	0	.22	-	 < 0.01	8.06E-01
tyrosine biosynthetic process (GO:0006571)	4	0	.43	-	 < 0.01	6.49E-01
fatty acid homeostasis (GO:0055089)	3	0	.32	-	 < 0.01	7.23E-01
genetic imprinting (GO:0071514)	12	0	1.30	-	 < 0.01	2.73E-01
negative regulation of cell cycle G2/M phase transition (GO:1902750)	7	0	.76	-	 < 0.01	4.69E-01
tryptophan catabolic process (GO:0006569)	8	0	.86	-	 < 0.01	4.21E-01
threonine catabolic process (GO:0006567)	3	0	.32	-	 < 0.01	7.23E-01
