




Analysis Type:	PANTHER Overrepresentation Test (Released 20200728)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4081749 Released 2020-10-09
Analyzed List:	upload_1 (Drosophila melanogaster)
Reference List:	fly_background.txt (Drosophila melanogaster)	There are duplicate IDs in the file. The unique set of IDs will be used.
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	fly_background.txt - REFLIST (5878)	upload_1 (1025)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
chromatin silencing (GO:0006342)	57	6	9.94	-	.60	1.33E-01
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	19	2	3.31	-	.60	3.56E-01
post-transcriptional gene silencing by RNA (GO:0035194)	38	4	6.63	-	.60	2.09E-01
regulation of DNA-dependent DNA replication (GO:0090329)	19	2	3.31	-	.60	3.56E-01
negative regulation of gene silencing (GO:0060969)	19	2	3.31	-	.60	3.56E-01
regulation of gene silencing by RNA (GO:0060966)	19	2	3.31	-	.60	3.56E-01
oocyte microtubule cytoskeleton polarization (GO:0008103)	19	2	3.31	-	.60	3.56E-01
metaphase plate congression (GO:0051310)	19	2	3.31	-	.60	3.56E-01
establishment of protein localization to vacuole (GO:0072666)	19	2	3.31	-	.60	3.56E-01
protein localization to vacuole (GO:0072665)	19	2	3.31	-	.60	3.56E-01
embryonic organ development (GO:0048568)	57	6	9.94	-	.60	1.33E-01
defense response to Gram-positive bacterium (GO:0050830)	38	4	6.63	-	.60	2.09E-01
negative regulation of gene expression, epigenetic (GO:0045814)	57	6	9.94	-	.60	1.33E-01
presynapse organization (GO:0099172)	19	2	3.31	-	.60	3.56E-01
positive regulation of axonogenesis (GO:0050772)	19	2	3.31	-	.60	3.56E-01
leg disc morphogenesis (GO:0007478)	76	8	13.25	-	.60	8.73E-02
germ-band shortening (GO:0007390)	19	2	3.31	-	.60	3.56E-01
cell fate commitment (GO:0045165)	276	29	48.13	-	.60	1.69E-03
chromatin organization involved in regulation of transcription (GO:0034401)	67	7	11.68	-	.60	1.03E-01
anterior/posterior pattern specification (GO:0009952)	154	16	26.85	-	.60	1.60E-02
pole cell development (GO:0007277)	29	3	5.06	-	.59	2.56E-01
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	29	3	5.06	-	.59	2.56E-01
regulation of peptidase activity (GO:0052547)	58	6	10.11	-	.59	1.22E-01
meiosis I (GO:0007127)	58	6	10.11	-	.59	1.22E-01
cell cycle DNA replication (GO:0044786)	29	3	5.06	-	.59	2.56E-01
neuron fate commitment (GO:0048663)	87	9	15.17	-	.59	6.31E-02
leg disc development (GO:0035218)	97	10	16.91	-	.59	4.98E-02
embryonic axis specification (GO:0000578)	97	10	16.91	-	.59	4.98E-02
long-term memory (GO:0007616)	68	7	11.86	-	.59	9.46E-02
positive regulation of cellular component movement (GO:0051272)	68	7	11.86	-	.59	9.46E-02
histone methylation (GO:0016571)	39	4	6.80	-	.59	1.91E-01
synaptic target recognition (GO:0008039)	39	4	6.80	-	.59	1.91E-01
positive regulation of cell size (GO:0045793)	39	4	6.80	-	.59	1.91E-01
mitotic nuclear division (GO:0140014)	88	9	15.35	-	.59	5.81E-02
cortical cytoskeleton organization (GO:0030865)	59	6	10.29	-	.58	1.12E-01
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	69	7	12.03	-	.58	8.68E-02
DNA conformation change (GO:0071103)	99	10	17.26	-	.58	4.21E-02
cell fate determination (GO:0001709)	119	12	20.75	-	.58	2.65E-02
cortical actin cytoskeleton organization (GO:0030866)	50	5	8.72	-	.57	1.33E-01
developmental cell growth (GO:0048588)	50	5	8.72	-	.57	1.33E-01
response to insecticide (GO:0017085)	20	2	3.49	-	.57	3.23E-01
response to pheromone (GO:0019236)	20	2	3.49	-	.57	3.23E-01
synaptic transmission, cholinergic (GO:0007271)	10	1	1.74	-	.57	4.80E-01
negative regulation of neuron death (GO:1901215)	30	3	5.23	-	.57	2.33E-01
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)	10	1	1.74	-	.57	4.80E-01
sex comb development (GO:0045498)	10	1	1.74	-	.57	4.80E-01
male meiosis I (GO:0007141)	10	1	1.74	-	.57	4.80E-01
mitotic DNA replication checkpoint (GO:0033314)	10	1	1.74	-	.57	4.80E-01
regulation of crystal cell differentiation (GO:0042689)	10	1	1.74	-	.57	4.80E-01
nucleotide-sugar metabolic process (GO:0009225)	10	1	1.74	-	.57	4.80E-01
negative regulation of microtubule depolymerization (GO:0007026)	10	1	1.74	-	.57	4.80E-01
purine ribonucleoside monophosphate metabolic process (GO:0009167)	10	1	1.74	-	.57	4.80E-01
ribonucleoside monophosphate biosynthetic process (GO:0009156)	10	1	1.74	-	.57	4.80E-01
purine nucleoside monophosphate metabolic process (GO:0009126)	10	1	1.74	-	.57	4.80E-01
pseudocleavage involved in syncytial blastoderm formation (GO:0030589)	10	1	1.74	-	.57	4.80E-01
pseudocleavage (GO:0030588)	10	1	1.74	-	.57	4.80E-01
positive regulation of receptor signaling pathway via STAT (GO:1904894)	10	1	1.74	-	.57	4.80E-01
regulation of axon guidance (GO:1902667)	20	2	3.49	-	.57	3.23E-01
negative regulation of endopeptidase activity (GO:0010951)	30	3	5.23	-	.57	2.33E-01
positive regulation of defense response to bacterium (GO:1900426)	30	3	5.23	-	.57	2.33E-01
negative regulation of lipid storage (GO:0010888)	10	1	1.74	-	.57	4.80E-01
double-strand break repair via synthesis-dependent strand annealing (GO:0045003)	10	1	1.74	-	.57	4.80E-01
tracheal pit formation in open tracheal system (GO:0035202)	10	1	1.74	-	.57	4.80E-01
regulation of response to DNA damage stimulus (GO:2001020)	20	2	3.49	-	.57	3.23E-01
digestive system process (GO:0022600)	10	1	1.74	-	.57	4.80E-01
response to odorant (GO:1990834)	10	1	1.74	-	.57	4.80E-01
negative regulation of chromatin silencing (GO:0031936)	10	1	1.74	-	.57	4.80E-01
negative regulation of intracellular transport (GO:0032387)	10	1	1.74	-	.57	4.80E-01
regulation of cellular ketone metabolic process (GO:0010565)	10	1	1.74	-	.57	4.80E-01
antibacterial humoral response (GO:0019731)	20	2	3.49	-	.57	3.23E-01
intraciliary transport (GO:0042073)	10	1	1.74	-	.57	4.80E-01
positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	10	1	1.74	-	.57	4.80E-01
negative regulation of peptidase activity (GO:0010466)	30	3	5.23	-	.57	2.33E-01
regulation of cell fate commitment (GO:0010453)	30	3	5.23	-	.57	2.33E-01
negative regulation of female receptivity (GO:0007621)	10	1	1.74	-	.57	4.80E-01
positive regulation of mRNA catabolic process (GO:0061014)	10	1	1.74	-	.57	4.80E-01
detoxification of zinc ion (GO:0010312)	10	1	1.74	-	.57	4.80E-01
negative regulation of lipid localization (GO:1905953)	10	1	1.74	-	.57	4.80E-01
regulation of stem cell division (GO:2000035)	10	1	1.74	-	.57	4.80E-01
response to ionizing radiation (GO:0010212)	30	3	5.23	-	.57	2.33E-01
cellular response to amino acid starvation (GO:0034198)	10	1	1.74	-	.57	4.80E-01
nucleobase biosynthetic process (GO:0046112)	10	1	1.74	-	.57	4.80E-01
nuclear pore organization (GO:0006999)	10	1	1.74	-	.57	4.80E-01
regulation of muscle contraction (GO:0006937)	10	1	1.74	-	.57	4.80E-01
stress response to zinc ion (GO:1990359)	10	1	1.74	-	.57	4.80E-01
gene silencing (GO:0016458)	112	11	19.53	-	.56	2.59E-02
sodium ion transmembrane transport (GO:0035725)	51	5	8.89	-	.56	1.21E-01
meiotic nuclear division (GO:0140013)	153	15	26.68	-	.56	9.57E-03
formation of anatomical boundary (GO:0048859)	41	4	7.15	-	.56	1.59E-01
animal organ formation (GO:0048645)	41	4	7.15	-	.56	1.59E-01
sensory perception of chemical stimulus (GO:0007606)	195	19	34.00	-	.56	3.32E-03
imaginal disc-derived leg morphogenesis (GO:0007480)	72	7	12.56	-	.56	6.67E-02
anterior/posterior axis specification (GO:0009948)	103	10	17.96	-	.56	2.99E-02
reciprocal homologous recombination (GO:0140527)	31	3	5.41	-	.55	2.12E-01
reciprocal meiotic recombination (GO:0007131)	31	3	5.41	-	.55	2.12E-01
chromosome segregation (GO:0007059)	146	14	25.46	-	.55	9.26E-03
chromatin organization involved in negative regulation of transcription (GO:0097549)	63	6	10.99	-	.55	7.81E-02
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)	21	2	3.66	-	.55	2.91E-01
positive regulation of apoptotic process (GO:0043065)	42	4	7.32	-	.55	1.44E-01
DNA amplification (GO:0006277)	21	2	3.66	-	.55	2.91E-01
snRNA 3'-end processing (GO:0034472)	21	2	3.66	-	.55	2.91E-01
dosage compensation (GO:0007549)	21	2	3.66	-	.55	2.91E-01
regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)	21	2	3.66	-	.55	2.91E-01
cell-substrate adhesion (GO:0031589)	21	2	3.66	-	.55	2.91E-01
male meiotic nuclear division (GO:0007140)	74	7	12.90	-	.54	5.57E-02
DNA replication (GO:0006260)	74	7	12.90	-	.54	5.57E-02
ovarian nurse cell to oocyte transport (GO:0007300)	32	3	5.58	-	.54	1.92E-01
pole plasm mRNA localization (GO:0019094)	32	3	5.58	-	.54	1.92E-01
histone lysine methylation (GO:0034968)	32	3	5.58	-	.54	1.92E-01
positive regulation of protein transport (GO:0051222)	32	3	5.58	-	.54	1.92E-01
midgut development (GO:0007494)	32	3	5.58	-	.54	1.92E-01
formation of animal organ boundary (GO:0010160)	32	3	5.58	-	.54	1.92E-01
homologous recombination (GO:0035825)	32	3	5.58	-	.54	1.92E-01
regulation of neuron differentiation (GO:0045664)	75	7	13.08	-	.54	5.08E-02
posttranscriptional gene silencing (GO:0016441)	43	4	7.50	-	.53	1.31E-01
intracellular mRNA localization involved in anterior/posterior axis specification (GO:0060811)	43	4	7.50	-	.53	1.31E-01
positive regulation of autophagy (GO:0010508)	43	4	7.50	-	.53	1.31E-01
spindle organization (GO:0007051)	97	9	16.91	-	.53	2.64E-02
endosomal vesicle fusion (GO:0034058)	11	1	1.92	-	.52	4.28E-01
response to zinc ion (GO:0010043)	11	1	1.92	-	.52	4.28E-01
bicoid mRNA localization (GO:0045450)	11	1	1.92	-	.52	4.28E-01
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	110	10	19.18	-	.52	1.59E-02
peptide hormone processing (GO:0016486)	11	1	1.92	-	.52	4.28E-01
regulation of compound eye photoreceptor development (GO:0045314)	11	1	1.92	-	.52	4.28E-01
signaling receptor ligand precursor processing (GO:0140448)	11	1	1.92	-	.52	4.28E-01
receptor clustering (GO:0043113)	11	1	1.92	-	.52	4.28E-01
microtubule polymerization or depolymerization (GO:0031109)	22	2	3.84	-	.52	2.63E-01
vesicle transport along microtubule (GO:0047496)	11	1	1.92	-	.52	4.28E-01
peptidyl-tyrosine autophosphorylation (GO:0038083)	11	1	1.92	-	.52	4.28E-01
cellular response to gamma radiation (GO:0071480)	11	1	1.92	-	.52	4.28E-01
positive regulation of lipid storage (GO:0010884)	11	1	1.92	-	.52	4.28E-01
positive regulation of nuclear division (GO:0051785)	11	1	1.92	-	.52	4.28E-01
mismatch repair (GO:0006298)	11	1	1.92	-	.52	4.28E-01
regulation of DNA repair (GO:0006282)	11	1	1.92	-	.52	4.28E-01
DNA unwinding involved in DNA replication (GO:0006268)	11	1	1.92	-	.52	4.28E-01
positive regulation of intracellular protein transport (GO:0090316)	11	1	1.92	-	.52	4.28E-01
cellular carbohydrate biosynthetic process (GO:0034637)	11	1	1.92	-	.52	4.28E-01
regulation of development, heterochronic (GO:0040034)	11	1	1.92	-	.52	4.28E-01
female sex determination (GO:0030237)	11	1	1.92	-	.52	4.28E-01
axon ensheathment (GO:0008366)	11	1	1.92	-	.52	4.28E-01
establishment or maintenance of monopolar cell polarity (GO:0061339)	11	1	1.92	-	.52	4.28E-01
regulation of peptide hormone secretion (GO:0090276)	11	1	1.92	-	.52	4.28E-01
regulation of muscle system process (GO:0090257)	11	1	1.92	-	.52	4.28E-01
negative regulation of autophagy (GO:0010507)	22	2	3.84	-	.52	2.63E-01
regulation of actin filament bundle assembly (GO:0032231)	11	1	1.92	-	.52	4.28E-01
establishment of monopolar cell polarity (GO:0061162)	11	1	1.92	-	.52	4.28E-01
negative regulation of cell-cell adhesion (GO:0022408)	11	1	1.92	-	.52	4.28E-01
establishment of chromosome localization (GO:0051303)	22	2	3.84	-	.52	2.63E-01
anesthesia-resistant memory (GO:0007615)	11	1	1.92	-	.52	4.28E-01
poly(A)+ mRNA export from nucleus (GO:0016973)	11	1	1.92	-	.52	4.28E-01
Arp2/3 complex-mediated actin nucleation (GO:0034314)	11	1	1.92	-	.52	4.28E-01
anterograde axonal transport (GO:0008089)	11	1	1.92	-	.52	4.28E-01
positive regulation of mitotic nuclear division (GO:0045840)	11	1	1.92	-	.52	4.28E-01
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	22	2	3.84	-	.52	2.63E-01
synaptic vesicle recycling via endosome (GO:0036466)	11	1	1.92	-	.52	4.28E-01
response to salt stress (GO:0009651)	11	1	1.92	-	.52	4.28E-01
specification of segmental identity, head (GO:0007380)	11	1	1.92	-	.52	4.28E-01
enzyme linked receptor protein signaling pathway (GO:0007167)	132	12	23.02	-	.52	8.47E-03
positive regulation of establishment of protein localization (GO:1904951)	33	3	5.75	-	.52	1.74E-01
regulation of peptide secretion (GO:0002791)	33	3	5.75	-	.52	1.74E-01
DNA integrity checkpoint (GO:0031570)	33	3	5.75	-	.52	1.74E-01
positive regulation of MAPK cascade (GO:0043410)	66	6	11.51	-	.52	5.90E-02
mitotic sister chromatid segregation (GO:0000070)	78	7	13.60	-	.51	3.84E-02
DNA-dependent DNA replication (GO:0006261)	67	6	11.68	-	.51	5.36E-02
neuropeptide signaling pathway (GO:0007218)	56	5	9.77	-	.51	7.55E-02
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	45	4	7.85	-	.51	1.08E-01
cyclic-nucleotide-mediated signaling (GO:0019935)	45	4	7.85	-	.51	1.08E-01
regulation of dendrite development (GO:0050773)	45	4	7.85	-	.51	1.08E-01
regulation of hemocyte proliferation (GO:0035206)	34	3	5.93	-	.51	1.57E-01
actin filament-based movement (GO:0030048)	34	3	5.93	-	.51	1.57E-01
positive regulation of cell cycle process (GO:0090068)	34	3	5.93	-	.51	1.57E-01
ventral cord development (GO:0007419)	68	6	11.86	-	.51	4.87E-02
pole plasm RNA localization (GO:0007316)	34	3	5.93	-	.51	1.57E-01
gene silencing by RNA (GO:0031047)	46	4	8.02	-	.50	9.75E-02
positive regulation of endopeptidase activity (GO:0010950)	23	2	4.01	-	.50	2.36E-01
axon midline choice point recognition (GO:0016199)	23	2	4.01	-	.50	2.36E-01
snRNA processing (GO:0016180)	23	2	4.01	-	.50	2.36E-01
regulation of chromatin silencing (GO:0031935)	35	3	6.10	-	.49	1.41E-01
regulation of cell division (GO:0051302)	35	3	6.10	-	.49	1.41E-01
meiotic cell cycle process (GO:1903046)	191	16	33.31	-	.48	5.92E-04
zinc ion transport (GO:0006829)	12	1	2.09	-	.48	3.81E-01
ensheathment of neurons (GO:0007272)	12	1	2.09	-	.48	3.81E-01
cyclic purine nucleotide metabolic process (GO:0052652)	12	1	2.09	-	.48	3.81E-01
retinal ganglion cell axon guidance (GO:0031290)	12	1	2.09	-	.48	3.81E-01
compound eye pigmentation (GO:0048072)	12	1	2.09	-	.48	3.81E-01
zinc ion transmembrane transport (GO:0071577)	12	1	2.09	-	.48	3.81E-01
response to caffeine (GO:0031000)	12	1	2.09	-	.48	3.81E-01
nucleoside monophosphate biosynthetic process (GO:0009124)	12	1	2.09	-	.48	3.81E-01
regulation of eye photoreceptor cell development (GO:0042478)	12	1	2.09	-	.48	3.81E-01
positive regulation of small molecule metabolic process (GO:0062013)	12	1	2.09	-	.48	3.81E-01
stress response to metal ion (GO:0097501)	12	1	2.09	-	.48	3.81E-01
chromosome localization (GO:0050000)	24	2	4.19	-	.48	2.12E-01
mitotic spindle assembly (GO:0090307)	12	1	2.09	-	.48	3.81E-01
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	48	4	8.37	-	.48	7.95E-02
regulation of reactive oxygen species metabolic process (GO:2000377)	12	1	2.09	-	.48	3.81E-01
sensory perception of touch (GO:0050975)	12	1	2.09	-	.48	3.81E-01
R7 cell fate commitment (GO:0007465)	24	2	4.19	-	.48	2.12E-01
R3/R4 cell fate commitment (GO:0007464)	12	1	2.09	-	.48	3.81E-01
axonal defasciculation (GO:0007414)	12	1	2.09	-	.48	3.81E-01
cAMP-mediated signaling (GO:0019933)	36	3	6.28	-	.48	1.27E-01
regulation of gene silencing (GO:0060968)	60	5	10.46	-	.48	5.06E-02
cellular response to DNA damage stimulus (GO:0006974)	168	14	29.30	-	.48	1.20E-03
DNA recombination (GO:0006310)	73	6	12.73	-	.47	2.96E-02
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)	49	4	8.54	-	.47	7.16E-02
meiotic cell cycle (GO:0051321)	199	16	34.70	-	.46	2.67E-04
mitotic spindle organization (GO:0007052)	50	4	8.72	-	.46	6.44E-02
regulation of cell fate specification (GO:0042659)	25	2	4.36	-	.46	1.89E-01
positive regulation of peptidase activity (GO:0010952)	25	2	4.36	-	.46	1.89E-01
regulation of chemotaxis (GO:0050920)	25	2	4.36	-	.46	1.89E-01
anterior/posterior pattern specification, imaginal disc (GO:0007448)	25	2	4.36	-	.46	1.89E-01
regulation of compound eye photoreceptor cell differentiation (GO:0110116)	25	2	4.36	-	.46	1.89E-01
meiosis I cell cycle process (GO:0061982)	101	8	17.61	-	.45	8.43E-03
germ-line stem cell division (GO:0042078)	38	3	6.63	-	.45	1.03E-01
gliogenesis (GO:0042063)	76	6	13.25	-	.45	2.17E-02
sister chromatid segregation (GO:0000819)	89	7	15.52	-	.45	1.28E-02
recombinational repair (GO:0000725)	51	4	8.89	-	.45	5.79E-02
double-strand break repair via homologous recombination (GO:0000724)	51	4	8.89	-	.45	5.79E-02
nuclear chromosome segregation (GO:0098813)	128	10	22.32	-	.45	2.72E-03
carbohydrate derivative catabolic process (GO:1901136)	39	3	6.80	-	.44	9.20E-02
positive regulation of protein ubiquitination (GO:0031398)	13	1	2.27	-	.44	3.38E-01
regulation of sevenless signaling pathway (GO:0045501)	13	1	2.27	-	.44	3.38E-01
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)	13	1	2.27	-	.44	3.38E-01
male germ-line stem cell population maintenance (GO:0036098)	13	1	2.27	-	.44	3.38E-01
muscle cell fate commitment (GO:0042693)	13	1	2.27	-	.44	3.38E-01
regulation of synaptic activity (GO:0060025)	13	1	2.27	-	.44	3.38E-01
mesodermal cell fate commitment (GO:0001710)	13	1	2.27	-	.44	3.38E-01
imaginal disc-derived leg joint morphogenesis (GO:0016348)	13	1	2.27	-	.44	3.38E-01
positive regulation of histone methylation (GO:0031062)	13	1	2.27	-	.44	3.38E-01
regulation of apoptotic signaling pathway (GO:2001233)	13	1	2.27	-	.44	3.38E-01
ribonucleoside monophosphate metabolic process (GO:0009161)	13	1	2.27	-	.44	3.38E-01
regulation of receptor signaling pathway via STAT (GO:1904892)	26	2	4.53	-	.44	1.69E-01
protein O-linked glycosylation (GO:0006493)	13	1	2.27	-	.44	3.38E-01
positive regulation of axon guidance (GO:1902669)	13	1	2.27	-	.44	3.38E-01
regulation of macroautophagy (GO:0016241)	26	2	4.53	-	.44	1.69E-01
homologous chromosome segregation (GO:0045143)	13	1	2.27	-	.44	3.38E-01
dosage compensation by hyperactivation of X chromosome (GO:0009047)	13	1	2.27	-	.44	3.38E-01
cellular pigmentation (GO:0033059)	13	1	2.27	-	.44	3.38E-01
DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	13	1	2.27	-	.44	3.38E-01
positive regulation of chromatin silencing (GO:0031937)	13	1	2.27	-	.44	3.38E-01
presynaptic active zone organization (GO:1990709)	13	1	2.27	-	.44	3.38E-01
double-strand break repair via break-induced replication (GO:0000727)	13	1	2.27	-	.44	3.38E-01
detection of mechanical stimulus (GO:0050982)	13	1	2.27	-	.44	3.38E-01
regulation of muscle organ development (GO:0048634)	13	1	2.27	-	.44	3.38E-01
regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	26	2	4.53	-	.44	1.69E-01
detoxification (GO:0098754)	26	2	4.53	-	.44	1.69E-01
protein depolymerization (GO:0051261)	13	1	2.27	-	.44	3.38E-01
response to gamma radiation (GO:0010332)	13	1	2.27	-	.44	3.38E-01
terminal button organization (GO:0072553)	13	1	2.27	-	.44	3.38E-01
mesodermal cell differentiation (GO:0048333)	13	1	2.27	-	.44	3.38E-01
response to osmotic stress (GO:0006970)	13	1	2.27	-	.44	3.38E-01
regulation of mRNA 3'-end processing (GO:0031440)	13	1	2.27	-	.44	3.38E-01
intracellular mRNA localization (GO:0008298)	66	5	11.51	-	.43	2.70E-02
DNA metabolic process (GO:0006259)	212	16	36.97	-	.43	6.97E-05
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	27	2	4.71	-	.42	1.51E-01
DNA damage checkpoint (GO:0000077)	27	2	4.71	-	.42	1.51E-01
telomere maintenance (GO:0000723)	27	2	4.71	-	.42	1.51E-01
telomere organization (GO:0032200)	27	2	4.71	-	.42	1.51E-01
cellular response to growth factor stimulus (GO:0071363)	41	3	7.15	-	.42	7.36E-02
DNA repair (GO:0006281)	139	10	24.24	-	.41	8.45E-04
regulation of oskar mRNA translation (GO:0046011)	14	1	2.44	-	.41	2.99E-01
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	14	1	2.44	-	.41	2.99E-01
histone deacetylation (GO:0016575)	14	1	2.44	-	.41	2.99E-01
negative regulation of cell adhesion (GO:0007162)	14	1	2.44	-	.41	2.99E-01
microtubule organizing center localization (GO:0061842)	14	1	2.44	-	.41	2.99E-01
