




Analysis Type:	PANTHER Overrepresentation Test (Released 20200728)
Annotation Version and Release Date:	PANTHER version 16.0 Released 2020-12-01
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	human_background.txt (Homo sapiens)
Test Type:	BINOMIAL
Correction:	NONE
PANTHER GO-Slim Biological Process	human_background.txt - REFLIST (16250)	upload_1 (830)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
central nervous system neuron differentiation (GO:0021953)	5	0	.26	-	 < 0.01	7.75E-01
regulation of DNA recombination (GO:0000018)	14	0	.72	-	 < 0.01	4.89E-01
cellular alcohol metabolic process (GO:0044107)	1	0	.05	-	 < 0.01	9.50E-01
granulocyte migration (GO:0097530)	49	0	2.50	-	 < 0.01	8.15E-02
alpha-beta T cell differentiation (GO:0046632)	6	0	.31	-	 < 0.01	7.36E-01
protein localization to cell surface (GO:0034394)	7	0	.36	-	 < 0.01	6.99E-01
positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)	23	0	1.17	-	 < 0.01	3.09E-01
regulation of stress-activated protein kinase signaling cascade (GO:0070302)	31	0	1.58	-	 < 0.01	2.05E-01
regulation of leukocyte proliferation (GO:0070663)	25	0	1.28	-	 < 0.01	2.79E-01
leukocyte proliferation (GO:0070661)	38	0	1.94	-	 < 0.01	1.43E-01
negative regulation of double-strand break repair (GO:2000780)	6	0	.31	-	 < 0.01	7.36E-01
nuclear migration (GO:0007097)	5	0	.26	-	 < 0.01	7.75E-01
chordate embryonic development (GO:0043009)	21	0	1.07	-	 < 0.01	3.42E-01
regulation of exit from mitosis (GO:0007096)	2	0	.10	-	 < 0.01	9.03E-01
mitotic G2 DNA damage checkpoint (GO:0007095)	6	0	.31	-	 < 0.01	7.36E-01
mitotic spindle assembly checkpoint (GO:0007094)	11	0	.56	-	 < 0.01	5.70E-01
metaphase/anaphase transition of mitotic cell cycle (GO:0007091)	16	0	.82	-	 < 0.01	4.41E-01
positive regulation of immunoglobulin mediated immune response (GO:0002891)	5	0	.26	-	 < 0.01	7.75E-01
Golgi to plasma membrane protein transport (GO:0043001)	11	0	.56	-	 < 0.01	5.70E-01
positive regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045899)	5	0	.26	-	 < 0.01	7.75E-01
purine nucleoside metabolic process (GO:0042278)	11	0	.56	-	 < 0.01	5.70E-01
negative regulation of lymphocyte activation (GO:0051250)	20	0	1.02	-	 < 0.01	3.60E-01
plasma lipoprotein particle clearance (GO:0034381)	3	0	.15	-	 < 0.01	8.58E-01
cell-cell fusion (GO:0140253)	3	0	.15	-	 < 0.01	8.58E-01
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	16	0	.82	-	 < 0.01	4.41E-01
leukocyte differentiation (GO:0002521)	45	0	2.30	-	 < 0.01	1.00E-01
immune system development (GO:0002520)	71	0	3.63	-	 < 0.01	2.64E-02
vitamin transmembrane transport (GO:0035461)	2	0	.10	-	 < 0.01	9.03E-01
mannosylation (GO:0097502)	8	0	.41	-	 < 0.01	6.65E-01
mitotic chromosome condensation (GO:0007076)	8	0	.41	-	 < 0.01	6.65E-01
transposition (GO:0032196)	11	0	.56	-	 < 0.01	5.70E-01
glycolipid biosynthetic process (GO:0009247)	28	0	1.43	-	 < 0.01	2.39E-01
neural tube development (GO:0021915)	2	0	.10	-	 < 0.01	9.03E-01
neuron death (GO:0070997)	18	0	.92	-	 < 0.01	3.99E-01
negative regulation of DNA replication (GO:0008156)	7	0	.36	-	 < 0.01	6.99E-01
metaphase/anaphase transition of cell cycle (GO:0044784)	17	0	.87	-	 < 0.01	4.19E-01
peptidyl-arginine methylation (GO:0018216)	3	0	.15	-	 < 0.01	8.58E-01
septin cytoskeleton organization (GO:0032185)	2	0	.10	-	 < 0.01	9.03E-01
detection of chemical stimulus (GO:0009593)	33	0	1.69	-	 < 0.01	1.85E-01
oxidative demethylation (GO:0070989)	10	0	.51	-	 < 0.01	6.00E-01
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043328)	6	0	.31	-	 < 0.01	7.36E-01
post-translational protein modification (GO:0043687)	8	0	.41	-	 < 0.01	6.65E-01
cartilage development (GO:0051216)	9	0	.46	-	 < 0.01	6.31E-01
nucleotide-sugar metabolic process (GO:0009225)	12	0	.61	-	 < 0.01	5.42E-01
neuron migration (GO:0001764)	11	0	.56	-	 < 0.01	5.70E-01
morphogenesis of a branching structure (GO:0001763)	3	0	.15	-	 < 0.01	8.58E-01
protein K11-linked ubiquitination (GO:0070979)	7	0	.36	-	 < 0.01	6.99E-01
aerobic electron transport chain (GO:0019646)	8	0	.41	-	 < 0.01	6.65E-01
multi-organism cellular process (GO:0044764)	1	0	.05	-	 < 0.01	9.50E-01
cell-substrate junction assembly (GO:0007044)	5	0	.26	-	 < 0.01	7.75E-01
cell-cell junction assembly (GO:0007043)	48	0	2.45	-	 < 0.01	8.58E-02
release of sequestered calcium ion into cytosol (GO:0051209)	10	0	.51	-	 < 0.01	6.00E-01
sequestering of calcium ion (GO:0051208)	11	0	.56	-	 < 0.01	5.70E-01
protein insertion into membrane (GO:0051205)	16	0	.82	-	 < 0.01	4.41E-01
mitochondrial calcium ion homeostasis (GO:0051560)	4	0	.20	-	 < 0.01	8.15E-01
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	11	0	.56	-	 < 0.01	5.70E-01
protein catabolic process in the vacuole (GO:0007039)	11	0	.56	-	 < 0.01	5.70E-01
ectoderm development (GO:0007398)	10	0	.51	-	 < 0.01	6.00E-01
muscle tissue development (GO:0060537)	18	0	.92	-	 < 0.01	3.99E-01
peroxisome organization (GO:0007031)	25	0	1.28	-	 < 0.01	2.79E-01
regulation of phosphoprotein phosphatase activity (GO:0043666)	6	0	.31	-	 < 0.01	7.36E-01
cell junction assembly (GO:0034329)	76	0	3.88	-	 < 0.01	2.04E-02
purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	34	0	1.74	-	 < 0.01	1.76E-01
purine ribonucleoside triphosphate metabolic process (GO:0009205)	34	0	1.74	-	 < 0.01	1.76E-01
fertilization (GO:0009566)	22	0	1.12	-	 < 0.01	3.25E-01
negative regulation of mitotic nuclear division (GO:0045839)	12	0	.61	-	 < 0.01	5.42E-01
ribonucleoside triphosphate biosynthetic process (GO:0009201)	35	0	1.79	-	 < 0.01	1.67E-01
translesion synthesis (GO:0019985)	8	0	.41	-	 < 0.01	6.65E-01
cellular transition metal ion homeostasis (GO:0046916)	34	0	1.74	-	 < 0.01	1.76E-01
positive regulation of adaptive immune response (GO:0002821)	19	0	.97	-	 < 0.01	3.79E-01
establishment of planar polarity (GO:0001736)	4	0	.20	-	 < 0.01	8.15E-01
Arp2/3 complex-mediated actin nucleation (GO:0034314)	17	0	.87	-	 < 0.01	4.19E-01
microtubule depolymerization (GO:0007019)	15	0	.77	-	 < 0.01	4.65E-01
regulation of adaptive immune response (GO:0002819)	21	0	1.07	-	 < 0.01	3.42E-01
response to lipopolysaccharide (GO:0032496)	38	0	1.94	-	 < 0.01	1.43E-01
regulation of mitochondrial membrane permeability (GO:0046902)	3	0	.15	-	 < 0.01	8.58E-01
positive regulation of protein kinase B signaling (GO:0051897)	5	0	.26	-	 < 0.01	7.75E-01
regulation of protein kinase B signaling (GO:0051896)	11	0	.56	-	 < 0.01	5.70E-01
base-excision repair (GO:0006284)	15	0	.77	-	 < 0.01	4.65E-01
negative regulation of gene expression, epigenetic (GO:0045814)	20	0	1.02	-	 < 0.01	3.60E-01
nucleoside phosphate catabolic process (GO:1901292)	18	0	.92	-	 < 0.01	3.99E-01
protein K48-linked ubiquitination (GO:0070936)	14	0	.72	-	 < 0.01	4.89E-01
myelination (GO:0042552)	13	0	.66	-	 < 0.01	5.15E-01
iron import into cell (GO:0033212)	1	0	.05	-	 < 0.01	9.50E-01
inner mitochondrial membrane organization (GO:0007007)	14	0	.72	-	 < 0.01	4.89E-01
gastrulation (GO:0007369)	10	0	.51	-	 < 0.01	6.00E-01
mitochondrial membrane organization (GO:0007006)	22	0	1.12	-	 < 0.01	3.25E-01
regulation of DNA replication (GO:0006275)	17	0	.87	-	 < 0.01	4.19E-01
cell wall biogenesis (GO:0042546)	1	0	.05	-	 < 0.01	9.50E-01
regulation of insulin secretion (GO:0050796)	4	0	.20	-	 < 0.01	8.15E-01
mesoderm formation (GO:0001707)	10	0	.51	-	 < 0.01	6.00E-01
histone H4-K16 acetylation (GO:0043984)	4	0	.20	-	 < 0.01	8.15E-01
DNA unwinding involved in DNA replication (GO:0006268)	9	0	.46	-	 < 0.01	6.31E-01
establishment of mitotic spindle localization (GO:0040001)	6	0	.31	-	 < 0.01	7.36E-01
endoderm formation (GO:0001706)	10	0	.51	-	 < 0.01	6.00E-01
pre-replicative complex assembly involved in nuclear cell cycle DNA replication (GO:0006267)	6	0	.31	-	 < 0.01	7.36E-01
ectoderm formation (GO:0001705)	10	0	.51	-	 < 0.01	6.00E-01
formation of primary germ layer (GO:0001704)	10	0	.51	-	 < 0.01	6.00E-01
positive regulation of receptor signaling pathway via STAT (GO:1904894)	15	0	.77	-	 < 0.01	4.65E-01
regulation of receptor signaling pathway via STAT (GO:1904892)	27	0	1.38	-	 < 0.01	2.52E-01
unsaturated fatty acid metabolic process (GO:0033559)	20	0	1.02	-	 < 0.01	3.60E-01
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	11	0	.56	-	 < 0.01	5.70E-01
positive regulation of cytokinesis (GO:0032467)	4	0	.20	-	 < 0.01	8.15E-01
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	2	0	.10	-	 < 0.01	9.03E-01
regulation of cytokinesis (GO:0032465)	14	0	.72	-	 < 0.01	4.89E-01
intraciliary retrograde transport (GO:0035721)	7	0	.36	-	 < 0.01	6.99E-01
acrosome reaction (GO:0007340)	6	0	.31	-	 < 0.01	7.36E-01
carbohydrate derivative transport (GO:1901264)	12	0	.61	-	 < 0.01	5.42E-01
cGMP-mediated signaling (GO:0019934)	9	0	.46	-	 < 0.01	6.31E-01
binding of sperm to zona pellucida (GO:0007339)	8	0	.41	-	 < 0.01	6.65E-01
bone mineralization (GO:0030282)	7	0	.36	-	 < 0.01	6.99E-01
single fertilization (GO:0007338)	21	0	1.07	-	 < 0.01	3.42E-01
endocytic recycling (GO:0032456)	16	0	.82	-	 < 0.01	4.41E-01
mitochondrial protein processing (GO:0034982)	7	0	.36	-	 < 0.01	6.99E-01
regulation of ossification (GO:0030278)	5	0	.26	-	 < 0.01	7.75E-01
lipid storage (GO:0019915)	12	0	.61	-	 < 0.01	5.42E-01
chromosome condensation (GO:0030261)	13	0	.66	-	 < 0.01	5.15E-01
melanosome organization (GO:0032438)	6	0	.31	-	 < 0.01	7.36E-01
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	4	0	.20	-	 < 0.01	8.15E-01
catecholamine metabolic process (GO:0006584)	6	0	.31	-	 < 0.01	7.36E-01
pyrimidine nucleotide biosynthetic process (GO:0006221)	6	0	.31	-	 < 0.01	7.36E-01
pyrimidine nucleotide metabolic process (GO:0006220)	8	0	.41	-	 < 0.01	6.65E-01
positive regulation of DNA-templated transcription, elongation (GO:0032786)	9	0	.46	-	 < 0.01	6.31E-01
regulation of DNA-templated transcription, elongation (GO:0032784)	13	0	.66	-	 < 0.01	5.15E-01
pyrimidine nucleotide-sugar transmembrane transport (GO:0090481)	2	0	.10	-	 < 0.01	9.03E-01
positive regulation of NIK/NF-kappaB signaling (GO:1901224)	4	0	.20	-	 < 0.01	8.15E-01
positive regulation of protein-containing complex assembly (GO:0031334)	37	0	1.89	-	 < 0.01	1.51E-01
regulation of NIK/NF-kappaB signaling (GO:1901222)	5	0	.26	-	 < 0.01	7.75E-01
tyrosine metabolic process (GO:0006570)	5	0	.26	-	 < 0.01	7.75E-01
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	23	0	1.17	-	 < 0.01	3.09E-01
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	28	0	1.43	-	 < 0.01	2.39E-01
synaptic vesicle transport (GO:0048489)	14	0	.72	-	 < 0.01	4.89E-01
synaptic vesicle endocytosis (GO:0048488)	30	0	1.53	-	 < 0.01	2.16E-01
pyrimidine nucleobase catabolic process (GO:0006208)	7	0	.36	-	 < 0.01	6.99E-01
pyrimidine nucleobase metabolic process (GO:0006206)	10	0	.51	-	 < 0.01	6.00E-01
negative regulation of neuron death (GO:1901215)	11	0	.56	-	 < 0.01	5.70E-01
regulation of neuron death (GO:1901214)	14	0	.72	-	 < 0.01	4.89E-01
positive regulation of inflammatory response (GO:0050729)	3	0	.15	-	 < 0.01	8.58E-01
myofibril assembly (GO:0030239)	20	0	1.02	-	 < 0.01	3.60E-01
actomyosin contractile ring assembly (GO:0000915)	2	0	.10	-	 < 0.01	9.03E-01
assembly of actomyosin apparatus involved in cytokinesis (GO:0000912)	2	0	.10	-	 < 0.01	9.03E-01
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	22	0	1.12	-	 < 0.01	3.25E-01
execution phase of apoptosis (GO:0097194)	8	0	.41	-	 < 0.01	6.65E-01
positive regulation of protein secretion (GO:0050714)	2	0	.10	-	 < 0.01	9.03E-01
regulation of multi-organism process (GO:0043900)	6	0	.31	-	 < 0.01	7.36E-01
erythrocyte differentiation (GO:0030218)	7	0	.36	-	 < 0.01	6.99E-01
T cell differentiation (GO:0030217)	14	0	.72	-	 < 0.01	4.89E-01
receptor-mediated endocytosis (GO:0006898)	58	0	2.96	-	 < 0.01	5.14E-02
choline transport (GO:0015871)	4	0	.20	-	 < 0.01	8.15E-01
Golgi to endosome transport (GO:0006895)	2	0	.10	-	 < 0.01	9.03E-01
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	22	0	1.12	-	 < 0.01	3.25E-01
heparan sulfate proteoglycan metabolic process (GO:0030201)	14	0	.72	-	 < 0.01	4.89E-01
behavior (GO:0007610)	14	0	.72	-	 < 0.01	4.89E-01
arginine catabolic process (GO:0006527)	6	0	.31	-	 < 0.01	7.36E-01
cellular zinc ion homeostasis (GO:0006882)	25	0	1.28	-	 < 0.01	2.79E-01
regulation of hemopoiesis (GO:1903706)	19	0	.97	-	 < 0.01	3.79E-01
sensory perception of chemical stimulus (GO:0007606)	37	0	1.89	-	 < 0.01	1.51E-01
sensory perception of sound (GO:0007605)	12	0	.61	-	 < 0.01	5.42E-01
sensory perception (GO:0007600)	74	0	3.78	-	 < 0.01	2.26E-02
cellular iron ion homeostasis (GO:0006879)	8	0	.41	-	 < 0.01	6.65E-01
cellular copper ion homeostasis (GO:0006878)	1	0	.05	-	 < 0.01	9.50E-01
zymogen activation (GO:0031638)	11	0	.56	-	 < 0.01	5.70E-01
protein quality control for misfolded or incompletely synthesized proteins (GO:0006515)	10	0	.51	-	 < 0.01	6.00E-01
regulation of cell junction assembly (GO:1901888)	11	0	.56	-	 < 0.01	5.70E-01
membrane protein ectodomain proteolysis (GO:0006509)	13	0	.66	-	 < 0.01	5.15E-01
proton transmembrane transport (GO:1902600)	41	0	2.09	-	 < 0.01	1.23E-01
axonemal dynein complex assembly (GO:0070286)	10	0	.51	-	 < 0.01	6.00E-01
GPI anchor biosynthetic process (GO:0006506)	17	0	.87	-	 < 0.01	4.19E-01
GPI anchor metabolic process (GO:0006505)	18	0	.92	-	 < 0.01	3.99E-01
receptor internalization (GO:0031623)	21	0	1.07	-	 < 0.01	3.42E-01
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	14	0	.72	-	 < 0.01	4.89E-01
nucleotide transport (GO:0006862)	2	0	.10	-	 < 0.01	9.03E-01
negative regulation of double-strand break repair via homologous recombination (GO:2000042)	4	0	.20	-	 < 0.01	8.15E-01
tissue remodeling (GO:0048771)	9	0	.46	-	 < 0.01	6.31E-01
mitochondrial calcium ion transmembrane transport (GO:0006851)	2	0	.10	-	 < 0.01	9.03E-01
regulation of B cell proliferation (GO:0030888)	7	0	.36	-	 < 0.01	6.99E-01
response to metal ion (GO:0010038)	44	0	2.25	-	 < 0.01	1.05E-01
response to inorganic substance (GO:0010035)	55	0	2.81	-	 < 0.01	6.00E-02
meiotic sister chromatid segregation (GO:0045144)	6	0	.31	-	 < 0.01	7.36E-01
leucine transport (GO:0015820)	2	0	.10	-	 < 0.01	9.03E-01
negative regulation of BMP signaling pathway (GO:0030514)	15	0	.77	-	 < 0.01	4.65E-01
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	6	0	.31	-	 < 0.01	7.36E-01
regulation of BMP signaling pathway (GO:0030510)	20	0	1.02	-	 < 0.01	3.60E-01
positive regulation of lipase activity (GO:0060193)	38	0	1.94	-	 < 0.01	1.43E-01
regulation of lipase activity (GO:0060191)	41	0	2.09	-	 < 0.01	1.23E-01
negative regulation of Ras protein signal transduction (GO:0046580)	9	0	.46	-	 < 0.01	6.31E-01
inner dynein arm assembly (GO:0036159)	3	0	.15	-	 < 0.01	8.58E-01
outer dynein arm assembly (GO:0036158)	6	0	.31	-	 < 0.01	7.36E-01
actin-mediated cell contraction (GO:0070252)	6	0	.31	-	 < 0.01	7.36E-01
regulation of reactive oxygen species metabolic process (GO:2000377)	3	0	.15	-	 < 0.01	8.58E-01
branched-chain amino acid transport (GO:0015803)	2	0	.10	-	 < 0.01	9.03E-01
regulation of bone resorption (GO:0045124)	5	0	.26	-	 < 0.01	7.75E-01
basic amino acid transport (GO:0015802)	5	0	.26	-	 < 0.01	7.75E-01
iron ion transport (GO:0006826)	19	0	.97	-	 < 0.01	3.79E-01
cell wall macromolecule biosynthetic process (GO:0044038)	1	0	.05	-	 < 0.01	9.50E-01
cell wall macromolecule metabolic process (GO:0044036)	1	0	.05	-	 < 0.01	9.50E-01
cardiocyte differentiation (GO:0035051)	7	0	.36	-	 < 0.01	6.99E-01
glial cell differentiation (GO:0010001)	7	0	.36	-	 < 0.01	6.99E-01
cardiac muscle tissue development (GO:0048738)	11	0	.56	-	 < 0.01	5.70E-01
negative regulation of chromatin silencing (GO:0031936)	5	0	.26	-	 < 0.01	7.75E-01
striated muscle tissue development (GO:0014706)	15	0	.77	-	 < 0.01	4.65E-01
regulation of chromatin silencing (GO:0031935)	7	0	.36	-	 < 0.01	6.99E-01
protein localization to cytoskeleton (GO:0044380)	8	0	.41	-	 < 0.01	6.65E-01
