Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUST00000072838	Ensembl Transcript	MGI:96238	Hsf1	heat shock factor 1	protein coding gene
ENSMUST00000072853	Ensembl Transcript	MGI:3030011	Olfr177	olfactory receptor 177	protein coding gene
ENSMUST00000072854	Ensembl Transcript	MGI:3030174	Olfr340	olfactory receptor 340	protein coding gene
ENSMUST00000072866	Ensembl Transcript	MGI:2149543	Ubap1	ubiquitin-associated protein 1	protein coding gene
ENSMUST00000072868	Ensembl Transcript	MGI:1197011	Kcns2	K+ voltage-gated channel, subfamily S, 2	protein coding gene
ENSMUST00000072876	Ensembl Transcript	MGI:891971	Serpina1a	serine (or cysteine) peptidase inhibitor, clade A, member 1A	protein coding gene
ENSMUST00000072886	Ensembl Transcript	MGI:2441720	Sctr	secretin receptor	protein coding gene
ENSMUST00000072889	Ensembl Transcript	MGI:1915982	Carmil1	capping protein regulator and myosin 1 linker 1	protein coding gene
ENSMUST00000072899	Ensembl Transcript	MGI:1915428	Cgnl1	cingulin-like 1	protein coding gene
ENSMUST00000072914	Ensembl Transcript	MGI:3030342	Olfr508	olfactory receptor 508	protein coding gene
ENSMUST00000072915	Ensembl Transcript	MGI:1347468	Foxb2	forkhead box B2	protein coding gene
ENSMUST00000072916	Ensembl Transcript	MGI:1916997	Zswim7	zinc finger SWIM-type containing 7	protein coding gene
ENSMUST00000072939	Ensembl Transcript	MGI:1270850	Slc6a2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2	protein coding gene
ENSMUST00000072940	Ensembl Transcript	MGI:3643462	Gm5581	predicted gene 5581	pseudogene
ENSMUST00000072943	Ensembl Transcript	MGI:1914755	Prl7c1	prolactin family 7, subfamily c, member 1	protein coding gene
ENSMUST00000072961	Ensembl Transcript	MGI:1929215	Vps41	VPS41 HOPS complex subunit	protein coding gene
ENSMUST00000072968	Ensembl Transcript	MGI:3030322	Olfr488	olfactory receptor 488	protein coding gene
ENSMUST00000072974	Ensembl Transcript	MGI:3030717	Olfr883	olfactory receptor 883	protein coding gene
ENSMUST00000072977	Ensembl Transcript	MGI:3030758	Olfr924	olfactory receptor 924	protein coding gene
ENSMUST00000072991	Ensembl Transcript	MGI:3030229	Olfr395	olfactory receptor 395	protein coding gene
ENSMUST00000072993	Ensembl Transcript	MGI:3030218	Olfr384	olfactory receptor 384	protein coding gene
ENSMUST00000073029	Ensembl Transcript	MGI:95480	Fancc	Fanconi anemia, complementation group C	protein coding gene
ENSMUST00000073043	Ensembl Transcript	MGI:103556	Cxcl12	chemokine (C-X-C motif) ligand 12	protein coding gene
ENSMUST00000073054	Ensembl Transcript	MGI:2661311	Mppe1	metallophosphoesterase 1	protein coding gene
ENSMUST00000073056	Ensembl Transcript	MGI:5439426	Gm21957	predicted gene, 21957	pseudogene
ENSMUST00000073059	Ensembl Transcript	MGI:3030304	Olfr470	olfactory receptor 470	protein coding gene
ENSMUST00000073081	Ensembl Transcript	MGI:1922735	1700010B08Rik	RIKEN cDNA 1700010B08 gene	protein coding gene
ENSMUST00000073088	Ensembl Transcript	MGI:3648102	Gm16372	predicted pseudogene 16372	pseudogene
ENSMUST00000073089	Ensembl Transcript	MGI:1924567	Miga1	mitoguardin 1	protein coding gene
ENSMUST00000073102	Ensembl Transcript	MGI:3030509	Olfr675	olfactory receptor 675	protein coding gene
ENSMUST00000073104	Ensembl Transcript	MGI:1917601	Ppp4r1	protein phosphatase 4, regulatory subunit 1	protein coding gene
ENSMUST00000073109	Ensembl Transcript	MGI:1916524	Ctdspl	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	protein coding gene
ENSMUST00000073111	Ensembl Transcript	MGI:3642175	Gm10061	predicted gene 10061	protein coding gene
ENSMUST00000073122	Ensembl Transcript	MGI:3030705	Olfr871	olfactory receptor 871	protein coding gene
ENSMUST00000073124	Ensembl Transcript	MGI:1916478	Zfp746	zinc finger protein 746	protein coding gene
ENSMUST00000073127	Ensembl Transcript	MGI:2142989	Ncapd3	non-SMC condensin II complex, subunit D3	protein coding gene
ENSMUST00000073149	Ensembl Transcript	MGI:2685542	Slc9a5	solute carrier family 9 (sodium/hydrogen exchanger), member 5	protein coding gene
ENSMUST00000073150	Ensembl Transcript	MGI:1891445	Peli2	pellino 2	protein coding gene
ENSMUST00000073151	Ensembl Transcript	MGI:2675377	Nlrp9b	NLR family, pyrin domain containing 9B	protein coding gene
ENSMUST00000073179	Ensembl Transcript	MGI:1914005	4933415F23Rik	RIKEN cDNA 4933415F23 gene	protein coding gene
ENSMUST00000073192	Ensembl Transcript	MGI:1914003	Erlec1	endoplasmic reticulum lectin 1	protein coding gene
ENSMUST00000073201	Ensembl Transcript	MGI:2385298	Zfp958	zinc finger protein 958	protein coding gene
ENSMUST00000073211	Ensembl Transcript	MGI:1341430	Myom1	myomesin 1	protein coding gene
ENSMUST00000073214		No associated gene			
ENSMUST00000073226	Ensembl Transcript	MGI:3030366	Olfr532	olfactory receptor 532	protein coding gene
ENSMUST00000073228	Ensembl Transcript	MGI:1916948	Slc52a3	solute carrier protein family 52, member 3	protein coding gene
ENSMUST00000073248	Ensembl Transcript	MGI:3031371	Olfr1537	olfactory receptor 1537	protein coding gene
ENSMUST00000073251	Ensembl Transcript	MGI:2686414	Ccdc177	coiled-coil domain containing 177	protein coding gene
ENSMUST00000073312	Ensembl Transcript	MGI:2679257	Zfp760	zinc finger protein 760	protein coding gene
ENSMUST00000073316	Ensembl Transcript	MGI:1347487	Foxm1	forkhead box M1	protein coding gene
ENSMUST00000073320	Ensembl Transcript	MGI:3030017	Olfr183	olfactory receptor 183	protein coding gene
ENSMUST00000073322	Ensembl Transcript	MGI:3031110	Olfr1276	olfactory receptor 1276	protein coding gene
ENSMUST00000073325	Ensembl Transcript	MGI:3642959	Phldb3	pleckstrin homology like domain, family B, member 3	protein coding gene
ENSMUST00000073337	Ensembl Transcript	MGI:1930190	Cramp1l	cramped chromatin regulator homolog 1	protein coding gene
ENSMUST00000073339	Ensembl Transcript	MGI:1858305	Pgrmc1	progesterone receptor membrane component 1	protein coding gene
ENSMUST00000073350	Ensembl Transcript	MGI:107361	Ctse	cathepsin E	protein coding gene
ENSMUST00000073363	Ensembl Transcript	MGI:1918671	Amtn	amelotin	protein coding gene
ENSMUST00000073380	Ensembl Transcript	MGI:1920716	Ms4a13	membrane-spanning 4-domains, subfamily A, member 13	protein coding gene
ENSMUST00000073387	Ensembl Transcript	MGI:107381	Epha1	Eph receptor A1	protein coding gene
ENSMUST00000073388	Ensembl Transcript	MGI:2448704	Afmid	arylformamidase	protein coding gene
ENSMUST00000073391	Ensembl Transcript	MGI:2679699	Cyp26c1	cytochrome P450, family 26, subfamily c, polypeptide 1	protein coding gene
ENSMUST00000073394	Ensembl Transcript	MGI:3051372	Usp17ld	ubiquitin specific peptidase 17-like D	protein coding gene
ENSMUST00000073415	Ensembl Transcript	MGI:2148508	Vmn1r48	vomeronasal 1 receptor 48	protein coding gene
ENSMUST00000073418	Ensembl Transcript	MGI:1277961	Plec	plectin	protein coding gene
ENSMUST00000073428	Ensembl Transcript	MGI:1919277	Slc39a4	solute carrier family 39 (zinc transporter), member 4	protein coding gene
ENSMUST00000073433	Ensembl Transcript	MGI:3030797	Olfr963	olfactory receptor 963	protein coding gene
ENSMUST00000073456	Ensembl Transcript	MGI:1913883	Nsa2	NSA2 ribosome biogenesis homolog	protein coding gene
ENSMUST00000073459	Ensembl Transcript	MGI:1926373	Syt9	synaptotagmin IX	protein coding gene
ENSMUST00000073466	Ensembl Transcript	MGI:1913859	Cryzl1	crystallin, zeta (quinone reductase)-like 1	protein coding gene
ENSMUST00000073468	Ensembl Transcript	MGI:3030124	Olfr290	olfactory receptor 290	protein coding gene
ENSMUST00000073488	Ensembl Transcript	MGI:1352463	Nr1h2	nuclear receptor subfamily 1, group H, member 2	protein coding gene
ENSMUST00000073490	Ensembl Transcript	MGI:104576	Lct	lactase	protein coding gene
ENSMUST00000073507	Ensembl Transcript	MGI:3030069	Olfr235	olfactory receptor 235	protein coding gene
ENSMUST00000073521	Ensembl Transcript	MGI:1914778	Nudt7	nudix (nucleoside diphosphate linked moiety X)-type motif 7	protein coding gene
ENSMUST00000073527	Ensembl Transcript	MGI:2443925	Thsd7b	thrombospondin, type I, domain containing 7B	protein coding gene
ENSMUST00000073528	Ensembl Transcript	MGI:2180337	Zar1	zygote arrest 1	protein coding gene
ENSMUST00000073532	Ensembl Transcript	MGI:3649972	Gm13089	predicted gene 13089	protein coding gene
ENSMUST00000073536	Ensembl Transcript	MGI:1098765	Nrap	nebulin-related anchoring protein	protein coding gene
ENSMUST00000073546	Ensembl Transcript	MGI:1276524	H2-M10.3	histocompatibility 2, M region locus 10.3	protein coding gene
ENSMUST00000073554	Ensembl Transcript	MGI:2684993	Cytl1	cytokine-like 1	protein coding gene
ENSMUST00000073560	Ensembl Transcript	MGI:1916673	1700019M22Rik	RIKEN cDNA 1700019M22 gene	pseudogene
ENSMUST00000073561	Ensembl Transcript	MGI:3030582	Olfr748	olfactory receptor 748	protein coding gene
ENSMUST00000073571	Ensembl Transcript	MGI:3031341	Olfr1507	olfactory receptor 1507	protein coding gene
ENSMUST00000073572	Ensembl Transcript	MGI:103025	Mtx1	metaxin 1	protein coding gene
ENSMUST00000073575	Ensembl Transcript	MGI:1915677	Slc39a13	solute carrier family 39 (metal ion transporter), member 13	protein coding gene
ENSMUST00000073580		No associated gene			
ENSMUST00000073601	Ensembl Transcript	MGI:2660938	Prl3d3	prolactin family 3, subfamily d, member 3	protein coding gene
ENSMUST00000073612	Ensembl Transcript	MGI:3030120	Olfr286	olfactory receptor 286	protein coding gene
ENSMUST00000073617	Ensembl Transcript	MGI:1916536	Glipr1l1	GLI pathogenesis-related 1 like 1	protein coding gene
ENSMUST00000073618	Ensembl Transcript	MGI:2446139	Mfsd4b5	major facilitator superfamily domain containing 4B5	protein coding gene
ENSMUST00000073636	Ensembl Transcript	MGI:2177500	Olfr117	olfactory receptor 117	protein coding gene
ENSMUST00000073639	Ensembl Transcript	MGI:1195275	Rdh1	retinol dehydrogenase 1 (all trans)	protein coding gene
ENSMUST00000073642	Ensembl Transcript	MGI:3643181	Gm4744	predicted gene 4744	protein coding gene
ENSMUST00000073663	Ensembl Transcript	MGI:3031242	Olfr1408	olfactory receptor 1408	protein coding gene
ENSMUST00000073667	Ensembl Transcript	MGI:2177480	Olfr97	olfactory receptor 97	protein coding gene
ENSMUST00000073671	Ensembl Transcript	MGI:2660711	Olfr146	olfactory receptor 146	protein coding gene
ENSMUST00000073675	Ensembl Transcript	MGI:3030236	Olfr402	olfactory receptor 402	protein coding gene
ENSMUST00000073691	Ensembl Transcript	MGI:1920992	Lima1	LIM domain and actin binding 1	protein coding gene
ENSMUST00000073704	Ensembl Transcript	MGI:3030610	Olfr776	olfactory receptor 776	protein coding gene
ENSMUST00000073713	Ensembl Transcript	MGI:892021	Klk1b24	kallikrein 1-related peptidase b24	protein coding gene
ENSMUST00000073721	Ensembl Transcript	MGI:1916532	1700001J03Rik	RIKEN cDNA 1700001J03 gene	protein coding gene
ENSMUST00000073724	Ensembl Transcript	MGI:98647	Phf1	PHD finger protein 1	protein coding gene
ENSMUST00000073728	Ensembl Transcript	MGI:2159685	Vmn1r211	vomeronasal 1 receptor 211	protein coding gene
ENSMUST00000073732	Ensembl Transcript	MGI:3031288	Olfr1454	olfactory receptor 1454	protein coding gene
ENSMUST00000073748	Ensembl Transcript	MGI:3031245	Olfr1411	olfactory receptor 1411	protein coding gene
ENSMUST00000073765	Ensembl Transcript	MGI:3030696	Olfr862	olfactory receptor 862	protein coding gene
ENSMUST00000073781	Ensembl Transcript	MGI:1289147	E2f7	E2F transcription factor 7	protein coding gene
ENSMUST00000073787	Ensembl Transcript	MGI:107796	Akr7a5	aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)	protein coding gene
ENSMUST00000073792	Ensembl Transcript	MGI:1914324	Mon2	MON2 homolog, regulator of endosome to Golgi trafficking	protein coding gene
ENSMUST00000073824	Ensembl Transcript	MGI:3031221	Olfr1387	olfactory receptor 1387	protein coding gene
ENSMUST00000073834	Ensembl Transcript	MGI:2448063	Lrrc10	leucine rich repeat containing 10	protein coding gene
ENSMUST00000073860	Ensembl Transcript	MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	protein coding gene
ENSMUST00000073870	Ensembl Transcript	MGI:3647127	Dupd1	dual specificity phosphatase and pro isomerase domain containing 1	protein coding gene
ENSMUST00000073878	Ensembl Transcript	MGI:1298378	Dhcr7	7-dehydrocholesterol reductase	protein coding gene
ENSMUST00000073879	Ensembl Transcript	MGI:109606	Fnbp1	formin binding protein 1	protein coding gene
ENSMUST00000073889	Ensembl Transcript	MGI:1196389	Polg	polymerase (DNA directed), gamma	protein coding gene
ENSMUST00000073890	Ensembl Transcript	MGI:1309991	Krt33b	keratin 33B	protein coding gene
ENSMUST00000073892	Ensembl Transcript	MGI:1889006	Fxyd7	FXYD domain-containing ion transport regulator 7	protein coding gene
ENSMUST00000073895	Ensembl Transcript	MGI:3030786	Olfr952	olfactory receptor 952	protein coding gene
ENSMUST00000073924	Ensembl Transcript	MGI:1917194	2810021J22Rik	RIKEN cDNA 2810021J22 gene	protein coding gene
ENSMUST00000073926	Ensembl Transcript	MGI:98105	Rps12	ribosomal protein S12	protein coding gene
ENSMUST00000073932	Ensembl Transcript	MGI:3030814	Olfr980	olfactory receptor 980	protein coding gene
ENSMUST00000073935	Ensembl Transcript	MGI:2685483	Gsg1l	GSG1-like	protein coding gene
ENSMUST00000073946	Ensembl Transcript	MGI:3030789	Olfr955	olfactory receptor 955	protein coding gene
ENSMUST00000073948	Ensembl Transcript	MGI:3647444	Vmn2r19	vomeronasal 2, receptor 19	protein coding gene
ENSMUST00000073957	Ensembl Transcript	MGI:1340034	Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	protein coding gene
ENSMUST00000073961	Ensembl Transcript	MGI:97813	Ptpre	protein tyrosine phosphatase, receptor type, E	protein coding gene
ENSMUST00000073962	Ensembl Transcript	MGI:3646659	Fbxw24	F-box and WD-40 domain protein 24	protein coding gene
ENSMUST00000073966	Ensembl Transcript	MGI:3031335	Olfr1501	olfactory receptor 1501	protein coding gene
ENSMUST00000073967	Ensembl Transcript	MGI:3033481	Vmn1r177	vomeronasal 1 receptor 177	protein coding gene
ENSMUST00000074002	Ensembl Transcript	MGI:1891295	Ube3b	ubiquitin protein ligase E3B	protein coding gene
ENSMUST00000074015	Ensembl Transcript	MGI:2444846	Negr1	neuronal growth regulator 1	protein coding gene
ENSMUST00000074018	Ensembl Transcript	MGI:3651981	Mup20	major urinary protein 20	protein coding gene
ENSMUST00000074040	Ensembl Transcript	MGI:2387642	Cxcl17	chemokine (C-X-C motif) ligand 17	protein coding gene
ENSMUST00000074043	Ensembl Transcript	MGI:1101353	Klf10	Kruppel-like factor 10	protein coding gene
ENSMUST00000074051	Ensembl Transcript	MGI:891969	Serpina1c	serine (or cysteine) peptidase inhibitor, clade A, member 1C	protein coding gene
ENSMUST00000074056	Ensembl Transcript	MGI:101902	Klra6	killer cell lectin-like receptor, subfamily A, member 6	protein coding gene
ENSMUST00000074058	Ensembl Transcript	MGI:1333813	Mbd2	methyl-CpG binding domain protein 2	protein coding gene
ENSMUST00000074064	Ensembl Transcript	MGI:1924125	4930516K23Rik	RIKEN cDNA 4930516K23 gene	protein coding gene
ENSMUST00000074067	Ensembl Transcript	MGI:2684869	Trim38	tripartite motif-containing 38	protein coding gene
ENSMUST00000074077	Ensembl Transcript	MGI:88180	Bmp4	bone morphogenetic protein 4	protein coding gene
ENSMUST00000074113	Ensembl Transcript	MGI:1100886	Prom1	prominin 1	protein coding gene
ENSMUST00000074116	Ensembl Transcript	MGI:3641695	Gm10088	predicted gene 10088	pseudogene
ENSMUST00000074125	Ensembl Transcript	MGI:3030039	Olfr205	olfactory receptor 205	protein coding gene
ENSMUST00000074127	Ensembl Transcript	MGI:1353452	Aldh3a2	aldehyde dehydrogenase family 3, subfamily A2	protein coding gene
ENSMUST00000074132	Ensembl Transcript	MGI:3033479	Vmn1r59	vomeronasal 1 receptor 59	protein coding gene
ENSMUST00000074142	Ensembl Transcript	MGI:1914377	Lce1a1	late cornified envelope 1A1	protein coding gene
ENSMUST00000074144	Ensembl Transcript	MGI:91860	Dcaf8	DDB1 and CUL4 associated factor 8	protein coding gene
ENSMUST00000074156	Ensembl Transcript	MGI:1916120	Ak8	adenylate kinase 8	protein coding gene
ENSMUST00000074157	Ensembl Transcript	MGI:106598	Myo5b	myosin VB	protein coding gene
ENSMUST00000074161	Ensembl Transcript	MGI:3030658	Olfr824	olfactory receptor 824	protein coding gene
ENSMUST00000074163	Ensembl Transcript	MGI:2177632	Cys1	cystin 1	protein coding gene
ENSMUST00000074168	Ensembl Transcript	MGI:3030199	Olfr365	olfactory receptor 365	protein coding gene
ENSMUST00000074171	Ensembl Transcript	MGI:1891247	Otof	otoferlin	protein coding gene
ENSMUST00000074173	Ensembl Transcript	MGI:1921531	Spatc1	spermatogenesis and centriole associated 1	protein coding gene
ENSMUST00000074177	Ensembl Transcript	MGI:3030364	Olfr530	olfactory receptor 530	protein coding gene
ENSMUST00000074180	Ensembl Transcript	MGI:3031318	Olfr1484	olfactory receptor 1484	protein coding gene
ENSMUST00000074192	Ensembl Transcript	MGI:3030176	Olfr342	olfactory receptor 342	protein coding gene
ENSMUST00000074204	Ensembl Transcript	MGI:2143484	Slc6a15	solute carrier family 6 (neurotransmitter transporter), member 15	protein coding gene
ENSMUST00000074208	Ensembl Transcript	MGI:1913956	Ndufaf3	NADH:ubiquinone oxidoreductase complex assembly factor 3	protein coding gene
ENSMUST00000074211	Ensembl Transcript	MGI:3030768	Olfr934	olfactory receptor 934	protein coding gene
ENSMUST00000074216	Ensembl Transcript	MGI:104636	Tle1	transducin-like enhancer of split 1	protein coding gene
ENSMUST00000074232	Ensembl Transcript	MGI:1916751	Etd	embryonic testis differentiation	protein coding gene
ENSMUST00000074233	Ensembl Transcript	MGI:2661187	Synm	synemin, intermediate filament protein	protein coding gene
ENSMUST00000074240	Ensembl Transcript	MGI:1927576	Dipk1b	divergent protein kinase domain 1B	protein coding gene
ENSMUST00000074252	Ensembl Transcript	MGI:2159663	Vmn1r214	vomeronasal 1 receptor 214	protein coding gene
ENSMUST00000074253	Ensembl Transcript	MGI:3629968	Krt40	keratin 40	protein coding gene
ENSMUST00000074259	Ensembl Transcript	MGI:2146855	Nrm	nurim (nuclear envelope membrane protein)	protein coding gene
ENSMUST00000074262	Ensembl Transcript	MGI:1926944	Calcrl	calcitonin receptor-like	protein coding gene
ENSMUST00000074267	Ensembl Transcript	MGI:1333818	Rps7	ribosomal protein S7	protein coding gene
ENSMUST00000074272	Ensembl Transcript	MGI:3030425	Olfr591	olfactory receptor 591	protein coding gene
ENSMUST00000074273	Ensembl Transcript	MGI:1344351	Dlg2	discs large MAGUK scaffold protein 2	protein coding gene
